Team,Rating_old,O Rating_old,D Rating_old,Rank_old,Rating_new,O Rating_new,D Rating_new,Rank_new,Weighted Rating,Weighted O Rating,Weighted D Rating,Rank
Miami Dolphins,2.3854166666666665,8.359912634408603,-5.974495967741937,11.0,2.3124999999999996,11.212701612903233,-8.900201612903233,13.0,2.3221021947873792,10.837025698039742,-8.514923503252362,12.0
Tennessee Titans,2.6666666666666665,8.572759856630823,-5.906093189964157,10.0,2.234375,11.181972446236562,-8.947597446236562,14.0,2.2913022976680386,10.838372434436629,-8.54707013676859,13.0
Las Vegas Raiders,0.23958333333333362,7.164773745519714,-6.92519041218638,15.0,2.484374999999999,11.406972446236562,-8.922597446236564,12.0,2.188764574759944,10.8483289959364,-8.659564421176457,14.0
Indianapolis Colts,2.072916666666667,8.17032930107527,-6.097412634408603,12.0,1.515625,10.739264112903228,-9.223639112903228,15.0,1.5890132030178326,10.400968170604894,-8.811954967587063,15.0
Los Angeles Chargers,-1.416666666666666,6.375537634408603,-7.7922043010752695,19.0,-0.14062499999999992,9.827805779569895,-9.968430779569895,16.0,-0.3086634087791494,9.373186106133018,-9.681849514912166,16.0
New England Patriots,0.1458333333333336,7.056787634408605,-6.910954301075272,16.0,-0.8125,9.516868279569897,-10.329368279569897,17.0,-0.6862997256515774,9.19290704234701,-9.879206767998587,17.0
Chicago Bears,-0.09374999999999989,6.931440412186378,-7.025190412186378,17.0,-1.265625,9.381972446236556,-10.647597446236556,19.0,-1.111304012345679,9.059268639283445,-10.170572651629126,18.0
San Francisco 49ers,-0.9374999999999992,6.570676523297491,-7.50817652329749,18.0,-1.2031250000000004,9.446555779569893,-10.649680779569893,18.0,-1.1681455761316875,9.0678391696904,-10.235984745822087,19.0
Washington Football Team,-2.114583333333303,6.0876904121863795,-8.202273745519681,21.0,-3.1406250000000004,8.577805779569891,-11.718430779569891,20.0,-3.0055084019204354,8.249889352589346,-11.255397754509781,20.0
Denver Broncos,-3.3958333333333357,5.774843189964155,-9.170676523297491,23.0,-3.140625000000001,8.744472446236557,-11.885097446236559,21.0,-3.1742326817558304,8.353410157344717,-11.527642839100547,21.0
Carolina Panthers,-2.781249999999999,5.89880152329749,-8.68005152329749,22.0,-3.328125000000001,8.584055779569887,-11.912180779569889,23.0,-3.256108539094651,8.230442050348831,-11.486550589443482,22.0
Dallas Cowboys,-4.479166666666667,5.43317652329749,-9.912343189964158,26.0,-3.3124999999999996,8.516868279569893,-11.829368279569893,22.0,-3.466135116598079,8.110785414546367,-11.576920531144447,23.0
Minnesota Vikings,-1.4791666666666663,6.310954301075274,-7.79012096774194,20.0,-4.8749999999999964,8.068951612903229,-12.943951612903225,24.0,-4.427812071330586,7.837445794061686,-12.265257865392272,24.0
Atlanta Falcons,-3.531249999999999,5.946023745519719,-9.477273745519717,24.0,-6.031250000000001,7.840826612903222,-13.872076612903223,25.0,-5.702031893004116,7.591305247651073,-13.293337140655188,25.0
New York Giants,-3.562499999999999,5.647065412186381,-9.209565412186379,25.0,-6.437499999999997,7.721034946236554,-14.158534946236552,26.0,-6.05889917695473,7.4479196166497,-13.50681879360443,26.0
Cincinnati Bengals,-5.583333333333334,5.292204301075264,-10.875537634408598,27.0,-7.09375,7.676243279569892,-14.769993279569892,27.0,-6.894847393689986,7.36229575976813,-14.257143153458117,27.0
Philadelphia Eagles,-5.9062500000000036,5.258523745519716,-11.16477374551972,30.0,-7.437499999999997,7.571034946236552,-15.00853494623655,28.0,-7.2358539094650185,7.26650672227384,-14.50236063173886,28.0
Detroit Lions,-5.82291666666667,5.244634856630828,-11.067551523297498,28.0,-10.156249999999998,7.294993279569892,-17.45124327956989,29.0,-9.585605281207132,7.024987232104665,-16.610592513311797,29.0
Houston Texans,-5.895833333333333,5.224843189964159,-11.120676523297492,29.0,-10.359375000000002,7.268430779569888,-17.62780577956989,30.0,-9.771583504801098,6.9993163644777745,-16.770899869278875,30.0
New York Jets,-8.562500000000004,5.091509856630827,-13.65400985663083,31.0,-12.656250000000004,7.194993279569893,-19.851243279569896,31.0,-12.117155349794242,6.917991347331003,-19.035146697125246,31.0
Jacksonville Jaguars,-8.9375,5.09289874551971,-14.030398745519712,32.0,-13.890625000000002,7.202805779569891,-21.093430779569893,32.0,-13.238361625514404,6.92495793969497,-20.163319565209374,32.0
