Team,Rating_old,O Rating_old,D Rating_old,Rank_old,Rating_new,O Rating_new,D Rating_new,Rank_new,Weighted Rating,Weighted O Rating,Weighted D Rating,Rank
Chicago Bears,-0.09374999999999989,6.931440412186378,-7.025190412186378,17.0,-0.9999999999999997,9.428763440860214,-10.428763440860214,17.0,-0.8806584362139913,9.099897856837321,-9.980556293051313,17.0
Dallas Cowboys,-4.479166666666667,5.43317652329749,-9.912343189964158,26.0,-1.2031249999999998,9.31886760752688,-10.52199260752688,18.0,-1.634537894375857,8.807171662278565,-10.441709556654422,18.0
San Francisco 49ers,-0.9374999999999992,6.570676523297491,-7.50817652329749,18.0,-1.7499999999999993,9.27043010752689,-11.02043010752689,19.0,-1.6430041152263366,8.914907001784746,-10.557911117011084,19.0
New England Patriots,0.1458333333333336,7.056787634408605,-6.910954301075272,16.0,-2.2031249999999987,8.902200940860224,-11.105325940860222,20.0,-1.8937971536351152,8.659183550710216,-10.55298070434533,20.0
Minnesota Vikings,-1.4791666666666663,6.310954301075274,-7.79012096774194,20.0,-2.2187499999999982,8.919388440860228,-11.138138440860226,21.0,-2.1213563100137156,8.57589094097085,-10.697247250984567,21.0
Washington Football Team,-2.114583333333303,6.0876904121863795,-8.202273745519681,21.0,-3.4062499999999947,8.475638440860223,-11.881888440860218,22.0,-3.2361539780521174,8.161176149018399,-11.397330127070518,22.0
Carolina Panthers,-2.781249999999999,5.89880152329749,-8.68005152329749,22.0,-4.656249999999999,8.167305107526879,-12.823555107526877,23.0,-4.409336419753085,7.868572125241527,-12.277908544994611,23.0
Cincinnati Bengals,-5.583333333333334,5.292204301075264,-10.875537634408598,27.0,-5.375,7.991263440860218,-13.366263440860218,24.0,-5.402434842249656,7.63583178459224,-13.038266626841898,24.0
Denver Broncos,-3.3958333333333357,5.774843189964155,-9.170676523297491,23.0,-5.937499999999999,7.84334677419355,-13.780846774193549,25.0,-5.602794924554183,7.570951240467868,-13.173746165022049,25.0
Atlanta Falcons,-3.531249999999999,5.946023745519719,-9.477273745519717,24.0,-6.187500000000001,7.801680107526869,-13.98918010752687,26.0,-5.837705761316872,7.557313837632923,-13.395019598949796,26.0
New York Giants,-3.562499999999999,5.647065412186381,-9.209565412186379,25.0,-7.171874999999999,7.601159274193553,-14.773034274193552,28.0,-6.696566358024691,7.343830041336641,-14.040396399361331,27.0
Philadelphia Eagles,-5.9062500000000036,5.258523745519716,-11.16477374551972,30.0,-7.046875000000001,7.646992607526884,-14.693867607526885,27.0,-6.8966692386831285,7.332461728579437,-14.229130967262567,28.0
Detroit Lions,-5.82291666666667,5.244634856630828,-11.067551523297498,28.0,-10.343750000000002,7.256888440860218,-17.60063844086022,29.0,-9.748413923182444,6.991900314541944,-16.740314237724387,29.0
Houston Texans,-5.895833333333333,5.224843189964159,-11.120676523297492,29.0,-10.546874999999998,7.246992607526893,-17.79386760752689,30.0,-9.934392146776403,6.980701326201759,-16.915093472978164,30.0
New York Jets,-8.562500000000004,5.091509856630827,-13.65400985663083,31.0,-12.781250000000002,7.171471774193554,-19.952721774193556,31.0,-12.225694444444446,6.897567324144141,-19.123261768588588,31.0
Jacksonville Jaguars,-8.9375,5.09289874551971,-14.030398745519712,32.0,-13.562500000000002,7.180846774193553,-20.743346774193554,32.0,-12.953446502057613,6.905890655191236,-19.85933715724885,32.0
