Team,Rating_old,O Rating_old,D Rating_old,Rank_old,Rating_new,O Rating_new,D Rating_new,Rank_new,Weighted Rating,Weighted O Rating,Weighted D Rating,Rank
Los Angeles Chargers,-1.416666666666666,6.375537634408603,-7.7922043010752695,19.0,-0.09375000000000047,9.95661962365592,-10.05036962365592,16.0,-0.1711772214601437,9.74702726214533,-9.918204483605475,17.0
San Francisco 49ers,-0.9374999999999992,6.570676523297491,-7.50817652329749,18.0,-0.7656250000000006,9.729015456989249,-10.494640456989249,19.0,-0.7756844421582081,9.544165258766776,-10.319849700924985,18.0
Dallas Cowboys,-4.479166666666667,5.43317652329749,-9.912343189964158,26.0,-0.7343750000000006,9.594640456989247,-10.329015456989247,18.0,-0.9535489064167053,9.35107969635251,-10.304628602769215,19.0
Minnesota Vikings,-1.4791666666666663,6.310954301075274,-7.79012096774194,20.0,-1.90625,9.050369623655921,-10.956619623655921,20.0,-1.881253810394757,8.890038045562497,-10.771291855957251,20.0
Washington Football Team,-2.114583333333303,6.0876904121863795,-8.202273745519681,21.0,-2.750000000000001,8.745161290322581,-11.495161290322581,21.0,-2.7128105471726864,8.589625729096504,-11.302436276269187,21.0
Chicago Bears,-0.09374999999999989,6.931440412186378,-7.025190412186378,17.0,-4.015625,8.304015456989244,-12.319640456989244,22.0,-3.786086819844536,8.223681846685281,-12.009768666529817,22.0
Cincinnati Bengals,-5.583333333333334,5.292204301075264,-10.875537634408598,27.0,-4.953124999999999,8.068598790322586,-13.021723790322584,23.0,-4.9900096212467595,7.906102908007242,-12.896112529254001,23.0
Carolina Panthers,-2.781249999999999,5.89880152329749,-8.68005152329749,22.0,-5.468749999999999,7.985786290322584,-13.454536290322583,24.0,-5.311456904435298,7.863639948219606,-13.175096852654905,24.0
Denver Broncos,-3.3958333333333357,5.774843189964155,-9.170676523297491,23.0,-5.781250000000001,7.879536290322579,-13.66078629032258,26.0,-5.641637136107302,7.7563535208457255,-13.397990656953027,25.0
Philadelphia Eagles,-5.9062500000000036,5.258523745519716,-11.16477374551972,30.0,-5.687500000000003,8.009744623655912,-13.697244623655914,25.0,-5.700302926383175,7.8487220939799025,-13.549025020363077,26.0
New York Giants,-3.562499999999999,5.647065412186381,-9.209565412186379,25.0,-5.953125,7.818598790322579,-13.771723790322579,27.0,-5.813207304526749,7.691504015561978,-13.504711320088727,27.0
Atlanta Falcons,-3.531249999999999,5.946023745519719,-9.477273745519717,24.0,-7.656250000000002,7.542036290322574,-15.198286290322576,28.0,-7.414823388203019,7.448625405212942,-14.863448793415962,28.0
Houston Texans,-5.895833333333333,5.224843189964159,-11.120676523297492,29.0,-9.734375,7.327973790322584,-17.062348790322584,29.0,-9.509714125133364,7.204882470319896,-16.71459659545326,29.0
Detroit Lions,-5.82291666666667,5.244634856630828,-11.067551523297498,28.0,-11.140624999999998,7.24151545698926,-18.38214045698926,30.0,-10.829391956256666,7.124642701229828,-17.954034657486496,30.0
New York Jets,-8.562500000000004,5.091509856630827,-13.65400985663083,31.0,-13.046875,7.221723790322578,-20.268598790322578,31.0,-12.784415009144949,7.0970473461010215,-19.88146235524597,31.0
Jacksonville Jaguars,-8.9375,5.09289874551971,-14.030398745519712,32.0,-13.078125,7.2060987903225815,-20.28422379032258,32.0,-12.835783893461363,7.08241812926416,-19.918202022725524,32.0
