Team,Rating Week 6,Rank Week 6
Georgia,175.04601876958833,1.0
Oklahoma State,173.72697564552846,2.0
Iowa,172.73429342018798,3.0
Alabama,171.39083775914995,4.0
Brigham Young,171.3295375901389,5.0
Oklahoma,171.1017985374719,6.0
Kentucky,170.4167504331519,7.0
Penn State,168.7108285203403,8.0
Michigan,166.17458396150124,9.0
Michigan State,164.71466545902697,10.0
Wake Forest,164.32384217637434,11.0
Southern Methodist,159.86774510453807,12.0
Texas-San Antonio,158.357646813586,13.0
Coastal Carolina,154.34346421391461,14.0
Cincinnati,145.8710368601949,15.0
Wyoming,125.61898396997,16.0
San Diego State,125.31637147132997,17.0
Texas,110.82855229383163,18.0
Oregon State,109.43804393554845,19.0
Auburn,108.36085469711958,20.0
Arkansas,108.24602573877655,21.0
Western Michigan,108.13161690848268,22.0
North Carolina State,106.75347739323563,23.0
Ohio State,106.5970671494843,24.0
Baylor,106.45091585304795,25.0
Arizona State,105.04397288289125,26.0
Notre Dame,104.84053985033205,27.0
Pittsburgh,104.53622169942088,28.0
Texas Tech,102.59480108307324,29.0
Louisiana,101.54225556045516,30.0
Liberty,100.26720790594639,31.0
Houston,100.24634885075182,32.0
Boston College,98.47892569841756,33.0
Maryland,97.59103859733972,34.0
Air Force,97.19014921760328,35.0
Appalachian State,95.48559333467122,36.0
Oregon,95.10571458115142,37.0
Texas-El Paso,90.57246266642642,38.0
Army,79.68767401872725,39.0
Mississippi,74.460291781469,40.0
Virginia Tech,71.67912429988013,41.0
Nevada,70.47931776949328,42.0
South Alabama,59.19942144761326,43.0
Fresno State,56.32506968465816,44.0
Stanford,53.60308851982518,45.0
Clemson,50.159741197768184,46.0
Mississippi State,46.54626903336332,47.0
Louisville,45.44769190869573,48.0
Louisiana State,45.35996569198732,49.0
North Carolina,45.03644123478775,50.0
Tennessee,43.163196324415495,51.0
Minnesota,43.09683072438214,52.0
Florida,42.86489241597686,53.0
Kansas State,42.8544161546251,54.0
South Carolina,42.2445178246992,55.0
Northern Illinois,42.08251586759437,56.0
Virginia,41.64934271290917,57.0
Temple,40.95502282062671,58.0
East Carolina,40.86414492251646,59.0
Iowa State,39.970072708336374,60.0
Rutgers,38.88684283824587,61.0
Southern California,38.407200299407215,62.0
Duke,37.644794958211726,63.0
UCLA,37.46903713150572,64.0
East Tennessee State,36.711182278446294,65.5
Montana,36.711182278446294,65.5
Incarnate Word,36.40836629456455,67.0
Texas A&M,36.39888787797372,68.0
California-Davis,36.208376710266336,70.0
Eastern Washington,36.208376710266336,70.0
South Dakota State,36.208376710266336,70.0
Syracuse,35.77379384398191,72.0
Holy Cross,34.50683788862222,73.0
Alabama-Birmingham,34.17208883092617,74.0
Northern Arizona,33.271717014840156,75.0
Florida Atlantic,31.914572694133362,76.0
Memphis,30.756944328771056,77.0
Purdue,30.218522850044664,78.0
Utah State,29.694987711752283,79.0
San Jose State,29.04881356292343,80.0
Toledo,27.658791545209386,81.0
Eastern Michigan,24.13342015047926,82.0
Nebraska,19.619983943382838,83.0
Charlotte,14.398483285875898,84.0
Utah,11.960125698389852,85.0
Hawaii,9.227835063434696,86.0
Louisiana-Monroe,8.133007322054969,87.0
Texas Christian,4.424418717697208,88.0
Duquesne,2.797985558642843,89.0
Jacksonville State,1.650457877641145,90.0
Wofford,0.0,94.5
Tennessee State,0.0,94.5
Samford,0.0,94.5
Bucknell,0.0,94.5
Arkansas-Pine Bluff,0.0,94.5
Rhode Island,0.0,94.5
Prairie View A&M,0.0,94.5
Yale,0.0,94.5
Central Florida,-4.124381708256436,99.0
Indiana,-12.071944127831774,100.0
Washington,-17.179808323519463,101.0
West Virginia,-17.605230811270296,102.0
Kent State,-17.87283992836211,103.0
Boise State,-19.700748486981432,104.0
Georgia Tech,-19.97516560189125,105.0
Miami (FL),-22.878234340685573,106.0
Ball State,-23.21074893148692,107.0
Miami (OH),-23.440549127455007,108.0
Missouri,-24.202051872086052,109.0
Middle Tennessee State,-24.444650646963268,110.0
Washington State,-26.36028495950061,111.0
Vanderbilt,-27.028204381207605,112.0
Louisiana Tech,-27.31996104908193,113.0
Bowling Green State,-27.70820872707118,114.0
Rice,-27.947378382366956,115.0
Villanova,-28.190256075531543,116.0
Towson,-28.999605008170764,117.0
Northwestern,-29.67334084660424,118.0
Stony Brook,-29.7383777194462,119.0
Delaware,-29.819167212589466,120.0
Buffalo,-29.90973518083282,121.0
Chattanooga,-29.94428458546911,122.0
Alcorn State,-30.46103670854848,123.0
Youngstown State,-31.475655644636674,124.0
Southern Illinois,-31.53591377701378,126.5
Mercer,-31.53591377701378,126.5
Stephen F. Austin,-31.53591377701378,126.5
Austin Peay,-31.53591377701378,126.5
Howard,-31.596192655596653,129.0
Western Carolina,-31.621280726173186,130.5
Alabama State,-31.621280726173186,130.5
Richmond,-31.791055814775778,132.0
New Hampshire,-31.813947949352098,133.0
Lamar,-31.86520260705564,134.0
North Dakota,-31.949792886390355,135.5
Idaho State,-31.949792886390355,135.5
