Team,Rating Week 16,Rank Week 16
Bryant,-447.05969636609007,159.0
William & Mary,-448.9251546390943,160.0
Morgan State,-455.9246828101666,161.0
Western Carolina,-457.64094669534614,162.0
Colgate,-463.5219182285114,163.0
Tennessee Tech,-477.33868176730545,164.0
Southern,-507.1706392153434,165.0
Eastern Kentucky,-519.8135837834255,166.0
Virginia Military Institute,-521.1438041031286,167.0
Charleston Southern,-528.1865300352705,168.0
Hampton,-541.85721784139,169.0
Troy,-652.2464395807658,170.0
Gardner-Webb,-687.0759939365884,171.0
Florida Atlantic,-693.2604219821942,172.0
South Alabama,-702.5773780118889,173.0
Bethune-Cookman,-706.9212462270094,174.0
Illinois State,-723.3770231591461,175.0
Central Connecticut State,-729.6821008888693,176.0
Nicholls State,-740.9917488223197,177.0
Portland State,-771.3273391931355,178.0
Robert Morris,-774.2737089590397,179.0
Southern Utah,-814.7529114718592,180.0
Norfolk State,-869.2613448043129,181.0
Washington,-919.2920849064004,182.0
Southern California,-933.3751370885427,183.0
Rutgers,-943.8050887667619,184.0
Idaho State,-946.6715294095513,185.0
Navy,-950.8204012648257,186.0
Nebraska,-996.5497746484891,187.0
Texas Southern,-1001.5505944205684,188.0
Murray State,-1011.3861523137896,189.0
South Carolina State,-1012.2419749295499,190.0
Fordham,-1086.3227439517657,191.0
Colorado,-1159.1894652108456,192.0
Charlotte,-1231.0920391449915,193.0
Idaho,-1239.2525738149495,194.0
Wagner,-1266.4143571930558,195.0
Buffalo,-1322.5586218258459,196.0
Bowling Green State,-1334.455676655496,197.0
San Jose State,-1392.7407653400278,198.0
Louisiana-Monroe,-1397.1665273831904,199.0
Georgia Tech,-1451.9107700654,200.0
Grambling State,-1479.9742265735517,201.0
Texas State,-1519.8805213600674,202.0
Colorado State,-1523.3747502811318,203.0
Northwestern,-1624.2245084733954,204.0
Ohio,-1641.9415715948535,205.0
Louisiana Tech,-1717.0549867204295,206.0
Long Island,-1755.248975472104,207.0
Southern Mississippi,-1776.8470537632002,208.0
Rice,-1824.6092682479352,209.0
Stanford,-1845.1064437834802,210.0
Nevada-Las Vegas,-1851.1308915749976,211.0
Tulane,-1874.834083726977,212.0
Georgia Southern,-1924.9806196900768,213.0
Duke,-2090.277319760486,214.0
Kansas,-2109.6822707517595,215.0
South Florida,-2130.455508243958,216.0
New Mexico State,-2279.9019948946725,217.0
Arkansas State,-2319.3027531554217,218.0
Indiana,-2397.5703532766593,219.0
Vanderbilt,-2416.9268599756415,220.0
Arizona,-2445.9521409719923,221.0
New Mexico,-2458.802049238537,222.0
Akron,-2486.059924044669,223.0
Temple,-2765.2656327947466,224.0
Connecticut,-2768.9202066859357,225.0
Florida International,-2829.13708332491,226.0
Massachusetts,-2862.888197483749,227.0
