Team,Rating Week 12,Rank Week 12
Georgia,193.965976679614,1.0
Alabama,125.51514994819365,2.0
Ohio State,120.66128157820505,3.0
Michigan,112.20916565497107,4.0
Wisconsin,111.07514644175085,5.0
Cincinnati,109.6177938365917,6.0
Oklahoma State,105.24393567566642,7.0
Texas-San Antonio,95.52091913560142,8.0
Pittsburgh,94.44917034798183,9.0
Houston,94.01060816515603,10.0
Notre Dame,92.20554391516433,11.0
Coastal Carolina,91.64411431117205,12.0
North Carolina State,91.33587058462676,13.0
Texas A&M,90.24820786032564,14.0
Wake Forest,83.59713652789061,15.0
Iowa State,79.85052122911291,16.0
Marshall,79.56591180394214,17.0
Baylor,78.84236234482839,18.0
Fresno State,77.28425547751984,19.0
Penn State,75.17971105098003,20.0
Utah,73.77299323273975,21.0
Michigan State,70.71389529344076,22.0
Appalachian State,70.67904475606537,23.0
Boise State,70.22356119643914,24.0
Air Force,70.02411101597886,25.0
Liberty,68.15683453213869,26.0
Louisiana,66.90722829303901,27.0
Oklahoma,66.2360084733287,28.0
Oregon,66.06668602909426,29.0
Southern Methodist,65.71342516572079,30.0
Mississippi,65.48378576852052,31.0
San Diego State,63.534641197968185,32.0
Clemson,61.40449952821514,33.0
Kansas State,60.45377380413967,34.0
Alabama-Birmingham,60.130860631729156,35.0
Western Kentucky,59.85633095048037,36.0
Arizona State,57.76114411592892,37.0
Louisville,57.023467640671356,38.0
Nebraska,54.00644101016033,39.0
Army,52.66697036322804,40.0
Arkansas,52.62974613815304,41.0
Brigham Young,50.56543659274999,42.0
Iowa,49.57958303287919,43.0
Toledo,48.19116304213489,44.0
Minnesota,46.82889682418033,45.0
Tennessee,46.655274266098445,46.0
Nevada,45.90044852732481,47.0
Oregon State,45.59920454508464,48.0
Central Florida,43.74666765672461,49.0
Kentucky,42.8530811667796,50.0
Mississippi State,41.83862101718352,51.0
Purdue,41.049379581213785,52.0
UCLA,40.85237624286246,53.0
Boston College,40.34985159435751,54.0
East Carolina,36.99986012823652,55.0
Florida,34.661978970948304,56.0
Virginia,34.04683605479284,57.0
Auburn,33.963607852253006,58.0
Texas-El Paso,31.76397862131929,59.0
North Carolina,27.66385586881325,60.0
East Tennessee State,26.711182278446294,61.0
Middle Tennessee State,23.927496209552032,62.0
Utah State,23.80641489726782,63.0
Texas Tech,22.96612903272154,64.0
Central Michigan,22.917252736546335,65.0
Miami (OH),22.514789829882236,66.0
Miami (FL),21.910023655094317,67.0
Louisiana State,19.470153359485405,68.0
Washington State,18.068986051126217,69.0
Texas,17.017792517073627,70.0
Western Michigan,13.822688046832308,71.0
Syracuse,13.602839395873676,72.0
Troy,12.864601471867104,73.0
Southern California,12.636971507792898,74.0
Washington,12.189749142516835,75.0
Virginia Tech,11.278314750764219,76.0
Montana,11.256636823900841,77.0
South Dakota State,11.13374984459469,78.0
South Alabama,10.893933087039436,79.0
Florida State,10.825583031106408,80.0
Florida Atlantic,10.608824926979349,81.0
Eastern Michigan,10.164970328694647,82.0
South Carolina,9.978327012770606,83.0
Rutgers,7.56760250639314,84.0
West Virginia,5.4120749549734395,85.0
Incarnate Word,4.834580312364281,86.0
Holy Cross,4.728901701058396,87.0
Colorado State,4.110694825822951,88.0
Northern Illinois,3.9922910836297687,89.0
Rhode Island,3.429135413391845,90.0
Memphis,3.2444340722475515,91.0
California-Davis,3.050481973424226,92.0
Georgia Tech,2.9930315658424016,93.0
Northern Arizona,2.2238135980477103,94.0
Eastern Washington,2.2083767102663296,95.0
Georgia State,0.36113576494654787,96.0
Southeastern Louisiana,0.08988532741471211,97.0
Prairie View A&M,0.0,99.0
Tennessee State,0.0,99.0
Wofford,0.0,99.0
Chattanooga,-0.5096356788681433,101.0
California,-0.626228309531836,102.0
Charleston Southern,-0.7498922971521305,103.0
South Dakota,-1.470635903371883,104.0
Maine,-1.5304015712987304,105.0
Montana State,-1.6294611275715065,106.0
Stephen F. Austin,-1.8375172684547265,107.0
Samford,-2.245213877223696,108.0
Southern Illinois,-2.3841699843372917,109.0
Alcorn State,-2.5251553881690114,110.0
Texas Christian,-3.4279793225724724,111.0
Sacramento State,-4.171114918054182,112.0
Missouri State,-4.264427477651262,113.0
Old Dominion,-4.395961199932771,114.0
Western Illinois,-5.273104771215146,115.0
Northern Iowa,-5.7888177215537,116.0
Ball State,-6.300420617121317,117.0
Houston Baptist,-6.4003189419075825,118.0
Jackson State,-8.120780866490195,119.0
Yale,-8.610632773823898,120.0
Richmond,-9.059181284616024,121.0
Central Arkansas,-9.347178845289223,122.0
Buffalo,-9.441892953683952,123.0
Villanova,-9.628358399000524,124.0
North Dakota,-9.953346761682145,125.0
Southeast Missouri State,-10.361850760491244,126.0
Towson,-10.667051451703124,127.0
Maryland,-11.11774808813315,128.0
Weber State,-11.932885518163875,129.0
St. Francis (PA),-12.253161751272128,130.0
Illinois,-13.012636382408687,131.0
Lafayette,-13.203387995616023,132.0
Albany,-13.221205717013449,133.0
North Carolina A&T,-13.65238603495644,134.0
Portland State,-13.676228389209461,135.0
Kennesaw State,-13.726405976702116,136.0
Nicholls State,-13.76889740471528,137.0
Florida A&M,-13.816047564599618,138.0
Youngstown State,-14.634990042925832,139.0
Bryant,-14.915764720725424,140.0
Tennessee-Martin,-15.011135484855616,141.0
Delaware,-15.240013719321686,142.0
Austin Peay,-15.544622454593684,143.0
Mercer,-15.95991277814744,144.0
Missouri,-16.052783543839666,145.0
Northwestern State,-16.291623289733668,146.0
Monmouth,-17.075205379285904,147.0
Morgan State,-17.66602869074145,148.0
Citadel,-18.350446819145432,149.0
Indiana State,-18.527546742454923,150.0
North Carolina Central,-18.70816610562663,151.0
North Texas,-19.17413074804383,152.0
Elon,-19.63916396452598,153.0
Gardner-Webb,-20.108652258600227,154.0
McNeese State,-20.44429556054192,155.0
Northern Colorado,-20.56154499428098,156.0
Tulsa,-20.968243255128485,157.0
Bucknell,-21.98471147228737,158.0
Furman,-22.028633288044034,159.0
Cal Poly,-22.114536830377485,160.0
Bethune-Cookman,-22.351828777318254,161.0
Stony Brook,-22.994507256246745,162.0
Kent State,-23.057994035739966,163.0
Abilene Christian,-23.343862095703816,164.0
Campbell,-23.967061886224894,165.0
Virginia Military Institute,-24.04165272275484,166.0
Hampton,-24.749647856910325,167.0
Duquesne,-24.753577425588624,168.0
New Hampshire,-25.537300600341393,169.0
Eastern Kentucky,-25.77339571732252,170.0
Jacksonville State,-26.95326166028379,171.0
Arkansas-Pine Bluff,-27.06322000962391,172.0
Louisiana Tech,-27.570032754799072,173.0
Northwestern,-27.79521474740322,174.0
Southern,-29.124956623067,175.0
Southern Utah,-30.614354184836106,176.0
Alabama State,-31.061931657144594,177.0
Tennessee Tech,-31.163124102437198,178.0
William & Mary,-31.733262165998145,179.0
Eastern Illinois,-31.83048438822037,180.0
South Carolina State,-31.920088493398836,181.0
Colgate,-31.96806300457257,182.0
Howard,-32.06737798470446,183.0
Texas Southern,-32.16741283376679,184.0
Lamar,-32.26693187014214,185.0
Norfolk State,-32.276026265052025,186.0
Illinois State,-32.29506539610468,187.0
Western Carolina,-32.36316606682682,188.0
Robert Morris,-32.509682975583,189.0
Central Connecticut State,-33.77539953957057,190.0
Wyoming,-33.84946926071935,191.0
Ohio,-35.030965884016766,192.0
Murray State,-35.63260724999706,193.0
Charlotte,-36.487630561411734,194.0
South Florida,-36.7882761243044,195.0
Idaho State,-37.937483856847095,196.0
Colorado,-38.363525611144254,197.0
Fordham,-39.10658883116269,198.0
Hawaii,-39.46399091633168,199.0
San Jose State,-39.719070729050614,200.0
Nevada-Las Vegas,-39.96433020547704,201.0
Bowling Green State,-41.3957602652157,202.0
Tulane,-42.28399401314745,203.0
Stanford,-42.44850286255347,204.0
Arizona,-45.78363006609173,205.0
Louisiana-Monroe,-46.656658902148315,206.0
Wagner,-49.53240999581691,207.0
Idaho,-50.442263559565376,208.0
Texas State,-56.39132409907123,209.0
Georgia Southern,-58.74410536604071,210.0
Grambling State,-62.3773958652707,211.0
Arkansas State,-62.789934077857914,212.0
Duke,-62.98721797649168,213.0
Navy,-64.12927024802525,214.0
Akron,-66.54400635845748,215.0
Long Island,-73.37925523407348,216.0
New Mexico,-80.51017438328394,217.0
Rice,-80.86626300864644,218.0
Indiana,-85.2099043098512,219.0
Florida International,-85.79600243965831,220.0
Southern Mississippi,-90.7450685067157,221.0
New Mexico State,-94.94643173622396,222.0
Kansas,-95.31110039705493,223.0
Vanderbilt,-106.37614026485794,224.0
Temple,-107.73978203776157,225.0
Connecticut,-109.59854893406968,226.0
Massachusetts,-127.86934036527818,227.0
