Team,Rating Week 15,Rank Week 15
Chattanooga,520.0084629396974,93.0
Alcorn State,445.66480170148964,94.0
Stephen F. Austin,429.66695502394083,95.0
Southern Illinois,389.89503934668164,96.0
South Carolina,380.14742109459746,97.0
Villanova,350.7611936401418,98.0
South Dakota,338.2549806031223,99.0
Missouri,327.43806367775056,100.0
Towson,327.0713479931067,101.0
Missouri State,232.31758246340056,102.0
Hawaii,230.36524298321586,103.0
Richmond,184.15981253442624,104.0
Northern Iowa,175.51585326585516,105.0
Delaware,169.3701607601026,106.0
Youngstown State,133.76851468270056,107.0
Duquesne,126.77840527128677,108.0
Montana State,118.21245009079962,109.0
Tennessee State,117.72630969670305,110.0
North Dakota,114.98280461229606,111.0
Mercer,94.40713544129864,112.0
Austin Peay,84.31670643425345,113.0
Western Illinois,80.84809937410094,114.0
Houston Baptist,55.96495617461228,115.0
Wofford,54.45096534717197,116.0
Jacksonville State,49.0513776341638,117.0
Southeastern Louisiana,39.30792951747274,118.0
Samford,38.169608960691626,119.0
Prairie View A&M,32.786863149093925,120.0
Texas Christian,28.494882390382532,121.0
Stony Brook,25.307455247408996,122.0
Bucknell,5.334177327330943,123.0
Weber State,0.3111486364203375,124.0
Southeast Missouri State,-1.0360558413229741,125.0
California,-23.148880826054153,126.0
Texas,-38.859885927072916,127.0
Central Arkansas,-59.15992827379686,128.0
Albany,-69.05496135049438,129.0
St. Francis (PA),-89.13362565149342,130.0
Lafayette,-107.240529473111,131.0
Sacramento State,-111.39326874020128,132.0
North Carolina Central,-125.76330902633578,133.0
Jackson State,-162.82980288485052,134.0
New Hampshire,-219.8859147547225,135.0
Northwestern State,-221.40291615887108,136.0
Syracuse,-222.18950866222013,137.0
Citadel,-232.30685635912067,138.0
Northern Colorado,-246.22360364549223,139.0
North Carolina A&T,-249.80351530445412,140.0
Monmouth,-258.06368013031255,141.0
Alabama State,-259.4155043095171,142.0
Tennessee-Martin,-268.63433138060196,143.0
Yale,-292.28830438592524,144.0
Furman,-293.928682107028,145.0
Arkansas-Pine Bluff,-306.3905568219351,146.0
Kennesaw State,-307.0780274512931,147.0
Howard,-323.74129481934204,148.0
Elon,-345.34035001791705,149.0
Wyoming,-347.5625315914953,150.0
Campbell,-390.46281024851356,151.0
McNeese State,-391.0846284038142,152.0
Indiana State,-395.49478861783206,153.0
Abilene Christian,-398.55870058018775,154.0
Cal Poly,-402.7533490383198,155.0
Eastern Illinois,-417.95925492386067,156.0
Florida A&M,-425.7606719221367,157.0
Lamar,-436.0817339598843,158.0
Bryant,-448.4622166872333,159.0
William & Mary,-448.87578542727044,160.0
Morgan State,-448.90075226764714,161.0
Western Carolina,-455.97392060567967,162.0
Colgate,-464.8818057084013,163.0
Tennessee Tech,-477.8632745983281,164.0
Southern,-508.7727004009794,165.0
Virginia Military Institute,-512.0543485231753,166.0
Eastern Kentucky,-521.7449965913573,167.0
Charleston Southern,-529.9306268521084,168.0
Hampton,-548.4574505033793,169.0
Troy,-654.2819259297513,170.0
Gardner-Webb,-669.4096018610222,171.0
Florida Atlantic,-673.5999329770731,172.0
South Alabama,-678.9792269335087,173.0
Bethune-Cookman,-689.6258182668143,174.0
Nicholls State,-722.6939861629778,175.0
Central Connecticut State,-732.2544135045626,176.0
Portland State,-752.3844044904837,177.0
Robert Morris,-758.958759116687,178.0
Illinois State,-760.2454771985304,179.0
Southern Utah,-797.07898116771,180.0
Norfolk State,-854.6019691412116,181.0
Washington,-913.3534583365229,182.0
Rutgers,-929.640248337176,183.0
Southern California,-930.179781314308,184.0
Idaho State,-933.6210611646534,185.0
Texas Southern,-981.7519469492919,186.0
South Carolina State,-992.5207028188438,187.0
Nebraska,-992.5744791283491,188.0
Murray State,-998.3730471919246,189.0
Fordham,-1056.084671553187,190.0
Colorado,-1130.3334280614836,191.0
Charlotte,-1201.5529277941512,192.0
Idaho,-1230.9487208537528,193.0
Wagner,-1258.1160870748613,194.0
Navy,-1290.1898328353595,195.0
Buffalo,-1319.6325976620935,196.0
Bowling Green State,-1325.4350912623472,197.0
San Jose State,-1386.5658495919258,198.0
Louisiana-Monroe,-1397.5908055083237,199.0
Georgia Tech,-1450.3353058195219,200.0
Grambling State,-1472.169693270455,201.0
Texas State,-1509.6426452098096,202.0
Colorado State,-1521.4775580333057,203.0
Northwestern,-1623.888778638526,204.0
Ohio,-1642.188128315514,205.0
Louisiana Tech,-1711.0366062754802,206.0
Long Island,-1747.072929605591,207.0
Southern Mississippi,-1776.4903819470755,208.0
Rice,-1822.4692275599325,209.0
Stanford,-1844.1844198395686,210.0
Nevada-Las Vegas,-1852.0592970522248,211.0
Tulane,-1874.4157467451612,212.0
Georgia Southern,-1923.6341282371386,213.0
Duke,-2087.542292169037,214.0
Kansas,-2108.408145972675,215.0
South Florida,-2128.9552562070103,216.0
New Mexico State,-2279.295922911288,217.0
Arkansas State,-2320.970905491796,218.0
Indiana,-2396.167038892253,219.0
Vanderbilt,-2416.646941159633,220.0
Arizona,-2443.09530386021,221.0
New Mexico,-2460.526393317532,222.0
Akron,-2484.984893043741,223.0
Temple,-2764.574326637376,224.0
Connecticut,-2768.650637947059,225.0
Florida International,-2829.8614169450625,226.0
Massachusetts,-2862.3917830639953,227.0
