Team,Rating Week 12,Rank Week 12
Georgia,1438.6994210217395,1.0
Ohio State,1414.9339669218566,2.0
Cincinnati,1408.8271862352865,3.0
Michigan,1401.6637271305806,4.0
Texas-San Antonio,1396.6984459340022,5.0
Oklahoma State,1385.9610747842478,6.0
Notre Dame,1376.6929311687848,7.0
Alabama,1373.2816110449717,8.0
Houston,1365.7896082975146,9.0
Wake Forest,1316.3164868422982,10.0
Michigan State,1307.3841366060194,11.0
Pittsburgh,1304.8561151992171,12.0
Wisconsin,1301.2774177336053,13.0
Baylor,1291.63680239073,14.0
Louisiana,1277.6037464386052,15.0
Coastal Carolina,1273.8530533036553,16.0
Oklahoma,1270.183470747567,17.0
Texas A&M,1262.9768036948208,18.0
Appalachian State,1257.500229827005,19.0
Oregon,1256.9847724353622,20.0
San Diego State,1251.4521782998995,21.0
Fresno State,1250.4617720574422,22.0
Mississippi,1244.4797596331443,23.0
North Carolina State,1234.4331725984803,24.0
Utah,1232.6722954129186,25.0
Southern Methodist,1217.8377549457246,26.0
Clemson,1197.3042275802839,27.0
Brigham Young,1189.4385533915001,28.0
Air Force,1188.289398533819,29.0
Kansas State,1186.926355508107,30.0
Iowa,1182.1996194652006,31.0
Boise State,1174.7028761431868,32.0
Liberty,1165.047798490736,33.0
Alabama-Birmingham,1162.9837211486963,34.0
Arizona State,1161.5256668678912,35.0
Arkansas,1156.4531169701581,36.0
Iowa State,1153.0477279806712,37.0
Penn State,1136.118444220856,38.0
Western Kentucky,1127.914770308006,39.0
Army,1115.321328970222,40.0
Marshall,1114.8335054416902,41.0
Nevada,1103.3456339175912,42.0
Kentucky,1088.6854903860153,43.0
Utah State,1082.8178129626797,44.0
Mississippi State,1076.8558859618365,45.0
Purdue,1067.1817556702474,46.0
Minnesota,1052.8185069535816,47.0
East Carolina,1046.3824932347375,48.0
Central Florida,1042.6278772788169,49.0
Auburn,1037.8795727040604,50.0
Oregon State,1031.0305898113286,51.0
Virginia,1028.5231541798692,52.0
UCLA,1025.9349736438844,53.0
Boston College,1019.2552107386255,54.0
Central Michigan,1001.4072108414015,55.0
Texas Tech,992.2257255613548,56.0
East Tennessee State,964.7442588307176,57.0
Tennessee,955.9950853541908,58.0
Louisville,942.732038197833,59.0
Western Michigan,930.025049067428,60.0
Texas-El Paso,929.5869396871119,61.0
Northern Illinois,919.1463619804053,62.0
North Carolina,902.1924892465878,63.0
Montana,878.7820045576918,64.0
Miami (FL),873.4956858402273,65.0
Washington State,872.5791629666585,66.0
Florida,864.1318466431986,67.0
South Dakota State,844.5090159167886,68.0
Incarnate Word,831.2708764052486,69.0
Toledo,830.5878080571754,70.0
Miami (OH),821.4019355324049,71.0
Eastern Michigan,820.4476729475634,72.0
Georgia State,804.8564316258593,73.0
California-Davis,800.7858317062794,74.0
Holy Cross,796.6405148444131,75.0
Troy,788.0285992987403,76.0
Eastern Washington,779.1407896672213,77.0
Syracuse,777.8222394774409,78.0
Rhode Island,761.6448528491987,79.0
Middle Tennessee State,756.958486808111,80.0
Northern Arizona,756.2935622592742,81.0
Rutgers,720.8570585095388,82.0
South Carolina,714.2661579550872,83.0
Virginia Tech,703.194694947274,84.0
Florida Atlantic,648.3016334411493,85.0
South Alabama,637.2312128188184,86.0
Florida State,635.7523838106534,87.0
West Virginia,608.9446132501753,88.0
Memphis,603.4960595494165,89.0
Wofford,589.1287016529969,90.0
Tennessee State,588.0910649078277,91.0
Prairie View A&M,587.3636379212517,92.0
Louisiana State,544.4124122028751,93.0
Ball State,534.6191086750708,94.0
Maine,507.5015945522265,95.0
Southern California,463.200243348397,96.0
Chattanooga,451.8426262670105,97.0
Texas Christian,415.799399888297,98.0
Missouri,397.46063842343665,99.0
Alcorn State,363.61269838056495,100.0
Maryland,359.49245494162136,101.0
Stephen F. Austin,355.8454823498805,102.0
Southern Illinois,321.15239881919206,103.0
Villanova,299.5034018703061,104.0
Illinois,278.05358455429865,105.0
Towson,274.65877671136184,106.0
Kent State,206.2296568791931,107.0
South Dakota,202.5886598567799,108.0
Delaware,139.9431207761391,109.0
Richmond,137.99085826159487,110.0
Missouri State,131.55767800622226,111.0
Youngstown State,118.49396586573998,112.0
Duquesne,101.46682876257358,113.0
Northern Iowa,89.2857037991346,114.0
Mercer,72.84493474127636,115.0
North Dakota,63.482161260565604,116.0
Austin Peay,60.794101052154964,117.0
Jacksonville State,41.97359944071972,118.0
Montana State,9.890722324769527,119.0
Stony Brook,1.2759621342541563,120.0
Bucknell,-0.4490927244715912,121.0
Weber State,-36.10100635220709,122.0
Western Illinois,-40.375062210015905,123.0
Charleston Southern,-82.01060564175667,124.0
Southeast Missouri State,-84.90074244765721,125.0
Samford,-101.39102658213302,126.0
Southeastern Louisiana,-102.34856585989395,127.0
Central Arkansas,-116.22398836166624,128.0
Albany,-125.40870371694106,129.0
Houston Baptist,-134.40536394265453,130.0
North Carolina Central,-156.21962741536183,131.0
Lafayette,-161.70200845182077,132.0
St. Francis (PA),-169.87490620226595,133.0
Washington,-176.22000617513555,134.0
Texas,-229.98874263606132,135.0
New Hampshire,-238.4824623404706,136.0
Sacramento State,-276.98357735442335,137.0
Alabama State,-278.65485948219526,138.0
Northern Colorado,-289.1631095904862,139.0
Tennessee-Martin,-291.7470267016938,140.0
Citadel,-301.22580732140364,141.0
North Carolina A&T,-306.9746365193551,142.0
Arkansas-Pine Bluff,-315.76798877250997,143.0
Jackson State,-316.0604537596469,144.0
Monmouth,-336.06139622803994,145.0
Northwestern State,-337.76993471635575,146.0
Furman,-342.19522643868527,147.0
Howard,-350.2864043262659,148.0
Kennesaw State,-371.7834977383828,149.0
Elon,-409.1844624628638,150.0
Old Dominion,-418.52930805839236,151.0
Yale,-435.372511006906,152.0
Wyoming,-437.4439704196069,153.0
Abilene Christian,-449.39562346074825,154.0
Indiana State,-451.3051200233003,155.0
McNeese State,-453.9734867268663,156.0
Morgan State,-454.52958627484423,157.0
Cal Poly,-458.302338295609,158.0
Lamar,-469.38220605187615,159.0
Campbell,-473.6326980037672,160.0
Western Carolina,-483.4357840934732,161.0
Florida A&M,-501.4827617510793,162.0
Eastern Illinois,-503.8854893517949,163.0
Colgate,-510.28067271566994,164.0
William & Mary,-517.8096733591473,165.0
Southern,-523.2377270737537,166.0
Tennessee Tech,-540.3176630616252,167.0
Bryant,-543.8100586215065,168.0
Eastern Kentucky,-581.0775602668625,169.0
Virginia Military Institute,-593.2147858040754,170.0
North Texas,-604.0273622122803,171.0
Hampton,-631.2280690264092,172.0
Tulsa,-666.6484379282721,173.0
Gardner-Webb,-733.7500902008685,174.0
Bethune-Cookman,-737.211921013479,175.0
Central Connecticut State,-788.9478842388033,176.0
