Team,Rating Week 12,Rank Week 12
Georgia,193.965976679614,1.0
Alabama,125.51514994819365,2.0
Ohio State,120.66128157820505,3.0
Michigan,112.20916565497107,4.0
Wisconsin,111.07514644175085,5.0
Cincinnati,109.6177938365917,6.0
Oklahoma State,105.24393567566642,7.0
Pittsburgh,94.44917034798183,9.0
Houston,94.01060816515603,10.0
Notre Dame,92.20554391516433,11.0
North Carolina State,91.33587058462676,13.0
Texas A&M,90.24820786032564,14.0
Wake Forest,83.59713652789061,15.0
Iowa State,79.85052122911291,16.0
Baylor,78.84236234482839,18.0
Penn State,75.17971105098003,20.0
Utah,73.77299323273975,21.0
Michigan State,70.71389529344076,22.0
Oklahoma,66.2360084733287,28.0
Oregon,66.06668602909426,29.0
Mississippi,65.48378576852052,31.0
Clemson,61.40449952821514,33.0
Kansas State,60.45377380413967,34.0
Arizona State,57.76114411592892,37.0
Louisville,57.023467640671356,38.0
Nebraska,54.00644101016033,39.0
Arkansas,52.62974613815304,41.0
Brigham Young,50.56543659274999,42.0
Iowa,49.57958303287919,43.0
Minnesota,46.82889682418033,45.0
Tennessee,46.655274266098445,46.0
Oregon State,45.59920454508464,48.0
Central Florida,43.74666765672461,49.0
Kentucky,42.8530811667796,50.0
Mississippi State,41.83862101718352,51.0
Purdue,41.049379581213785,52.0
UCLA,40.85237624286246,53.0
Boston College,40.34985159435751,54.0
Florida,34.661978970948304,56.0
Virginia,34.04683605479284,57.0
Auburn,33.963607852253006,58.0
North Carolina,27.66385586881325,60.0
Texas Tech,22.96612903272154,64.0
Miami (FL),21.910023655094317,67.0
Louisiana State,19.470153359485405,68.0
Washington State,18.068986051126217,69.0
Texas,17.017792517073627,70.0
Syracuse,13.602839395873676,72.0
Southern California,12.636971507792898,74.0
Washington,12.189749142516835,75.0
Virginia Tech,11.278314750764219,76.0
Florida State,10.825583031106408,80.0
South Carolina,9.978327012770606,83.0
Rutgers,7.56760250639314,84.0
West Virginia,5.4120749549734395,85.0
Georgia Tech,2.9930315658424016,93.0
California,-0.626228309531836,102.0
Texas Christian,-3.4279793225724724,111.0
Maryland,-11.11774808813315,128.0
Illinois,-13.012636382408687,131.0
Missouri,-16.052783543839666,145.0
Northwestern,-27.79521474740322,174.0
Colorado,-38.363525611144254,197.0
Stanford,-42.44850286255347,204.0
Arizona,-45.78363006609173,205.0
Duke,-62.98721797649168,213.0
Indiana,-85.2099043098512,219.0
Kansas,-95.31110039705493,223.0
Vanderbilt,-106.37614026485794,224.0
