Team,Rating Week 9,Rank Week 9
Louisiana State,850.3133185970041,62.0
Montana,849.3758161345287,63.0
South Alabama,833.3536471650158,64.0
Troy,831.954912486266,65.0
Syracuse,831.9243169992047,66.0
Boise State,826.9996547686233,67.0
Toledo,821.1231681929191,68.0
South Dakota State,813.5318447174518,69.0
Army,803.9870001308589,70.0
Miami (OH),799.7870829212411,71.0
West Virginia,796.8495226612343,72.0
Incarnate Word,788.2910845441512,73.0
California-Davis,760.9438606671196,74.0
Maryland,757.9273278842339,75.0
Holy Cross,757.5684065789904,76.0
Washington State,750.8271563890112,77.0
Eastern Washington,735.0408849996759,78.0
Florida State,723.5039142055128,79.0
Northern Arizona,720.675368392402,80.0
Colorado State,718.3940736963619,81.0
Western Kentucky,690.5688999068185,82.0
Buffalo,664.9959595227176,83.0
Miami (FL),659.2782592051279,84.0
Georgia Tech,654.0742238953519,85.0
Texas Christian,630.9846946543624,86.0
Southern California,629.8037232746303,87.0
Central Michigan,607.853557572732,88.0
Washington,603.2683333185755,89.0
Utah State,551.4313778286764,90.0
Wofford,545.5557689662176,91.0
Samford,540.6708182309966,92.0
Bucknell,539.1772178209496,93.0
Tennessee State,536.8181068124503,94.0
Northwestern,531.5627939138851,95.0
Prairie View A&M,527.895869725004,96.0
Rhode Island,512.2908166026307,97.0
South Carolina,511.06951627563257,98.0
East Carolina,502.67016639986315,99.0
Middle Tennessee State,498.44917528492635,100.0
Rutgers,474.46468861391446,101.0
Memphis,466.83060150636175,102.0
Ball State,465.69894962770286,103.0
Stanford,437.4589742149751,104.0
Chattanooga,363.532694570647,105.0
Missouri,327.8896308768366,106.0
Alcorn State,276.65072779921474,107.0
Virginia Tech,265.58228565457165,108.0
Stephen F. Austin,244.97707228280206,109.0
Southern Illinois,241.30532435207073,110.0
Hawaii,234.42708204374665,111.0
Kent State,225.2977487914708,112.0
Villanova,174.4233658268931,113.0
Towson,145.2108237496536,114.0
Charlotte,119.58372275932312,115.0
South Dakota,108.58052132823325,116.0
Georgia State,79.34916301874634,117.0
Richmond,54.71899058086728,118.0
Northern Iowa,54.5302421462936,119.0
Missouri State,30.031392728851063,120.0
Montana State,-3.8706107270351846,121.0
North Dakota,-14.04159386281875,122.0
Delaware,-36.69553781700462,123.0
Youngstown State,-38.528717242482,124.0
Duquesne,-56.17683043110148,125.0
Austin Peay,-85.8726461243271,126.0
Mercer,-100.2215627960539,127.0
Weber State,-104.00591613981784,128.0
Charleston Southern,-125.00074848203202,129.0
Southeast Missouri State,-128.08321885460578,130.0
Western Illinois,-135.87704549541584,131.0
Houston Baptist,-141.70217296389816,132.0
Louisiana-Monroe,-146.53615547615914,133.0
Central Arkansas,-186.60598280953897,134.0
Albany,-186.67643453958638,135.0
Stony Brook,-202.13327052921943,136.0
Nebraska,-213.69211619584854,137.0
Jacksonville State,-228.8230942434085,138.0
Tulsa,-248.29884049930965,139.0
Lafayette,-256.2401057830629,140.0
Southeastern Louisiana,-272.0581114074758,141.0
St. Francis (PA),-278.58746348545327,142.0
North Carolina Central,-317.80759626123086,143.0
Idaho State,-346.5943996344899,144.0
Northwestern State,-351.5608855590014,145.0
North Carolina A&T,-366.50161929157775,146.0
Northern Colorado,-376.958926333619,147.0
San Jose State,-388.61964574055315,148.0
Monmouth,-389.65303320563174,149.0
Sacramento State,-398.4619017492895,150.0
Tennessee-Martin,-398.97232992716374,151.0
Duke,-425.7854685503407,152.0
New Hampshire,-430.1141564272343,153.0
Jackson State,-434.76283266445404,154.0
Kennesaw State,-445.05869569883015,155.0
Furman,-456.11201687338314,156.0
Citadel,-472.7180757097324,157.0
Elon,-527.7977539647046,158.0
Yale,-535.6556413987853,159.0
Campbell,-539.6492654566011,160.0
Abilene Christian,-541.5191167416485,161.0
Cal Poly,-563.3341285756273,162.0
Maine,-565.749090973863,163.0
Indiana State,-572.206561674812,164.0
McNeese State,-576.5211102147491,165.0
Arkansas-Pine Bluff,-598.970064375001,166.0
Morgan State,-628.9998454323481,167.0
Florida A&M,-636.289805156683,168.0
Bryant,-668.8485903699709,169.0
Alabama State,-676.3936105893673,170.0
Eastern Kentucky,-699.6303061845952,171.0
Virginia Military Institute,-750.082337671256,172.0
Illinois,-753.5837706082273,173.0
Southern,-754.111477426033,174.0
Howard,-766.2569212373187,175.0
Hampton,-772.2218376355537,176.0
William & Mary,-796.2573130419213,177.0
Tennessee Tech,-840.4737226765416,178.0
Eastern Illinois,-846.3629174508195,179.0
Bethune-Cookman,-850.3158007937907,180.0
Gardner-Webb,-854.467006853877,181.0
Colgate,-871.627497972013,182.0
Lamar,-873.6519573728019,183.0
Western Carolina,-908.5645103415821,184.0
Nicholls State,-984.634272233586,185.0
Portland State,-1031.6968960050328,186.0
Wyoming,-1040.775054227155,187.0
Southern Utah,-1089.2568859078349,188.0
California,-1100.9700994563534,189.0
Illinois State,-1109.6246973144232,190.0
Central Connecticut State,-1126.2424553251533,191.0
Robert Morris,-1158.5326031226848,192.0
Norfolk State,-1173.349783175209,193.0
South Florida,-1259.1333448875935,194.0
Texas Southern,-1336.2267567101517,195.0
Temple,-1336.5662970149826,196.0
Texas State,-1356.8460511746973,197.0
South Carolina State,-1358.8435555902772,198.0
Louisiana Tech,-1375.5794015375932,199.0
Fordham,-1383.459194005419,200.0
Murray State,-1388.3883230431811,201.0
Colorado,-1456.1346259348877,202.0
Indiana,-1571.8337900227984,203.0
Georgia Southern,-1623.5767191558025,204.0
Idaho,-1661.8487597074786,205.0
Bowling Green State,-1669.3381803248844,206.0
Wagner,-1672.10164445275,207.0
Tulane,-1710.7780513693078,208.0
New Mexico,-1753.511298451604,209.0
Navy,-1895.7545190952032,210.0
Grambling State,-1896.6721197887855,211.0
Old Dominion,-1968.4563223191303,212.0
Arkansas State,-2032.7637380497563,213.0
Southern Mississippi,-2116.943977805752,214.0
Florida International,-2117.205092462479,215.0
North Texas,-2130.3323195279972,216.0
Rice,-2145.920915418049,217.0
Kansas,-2149.346630427477,218.0
Akron,-2254.9663499104904,219.0
New Mexico State,-2350.968115016118,220.0
Ohio,-2372.611001127015,221.0
Long Island,-2373.6959845079296,222.0
Nevada-Las Vegas,-2579.498561903543,223.0
Massachusetts,-2610.6262404753325,224.0
Vanderbilt,-2660.484647711161,225.0
Connecticut,-2661.3508744265005,226.0
Arizona,-2730.185460838646,227.0
