Team,Rating Week 7,Rank Week 7
Georgia,144.21554530285866,1.0
Coastal Carolina,91.15936182023073,2.0
Cincinnati,91.00252377700303,3.0
Ohio State,84.81250999863485,4.0
Iowa,83.89330171115284,5.0
Michigan,81.66334584473161,6.0
Houston,80.0594063730926,7.0
Penn State,78.47317356443912,8.0
Air Force,74.84176161120668,9.0
Liberty,74.83630937973777,10.0
Pittsburgh,74.2196881079189,11.0
Alabama,72.23689039478317,12.0
Nebraska,70.66908852053983,13.0
Tennessee,69.2126929243936,14.0
Arizona State,68.50288068485324,15.0
Florida,68.49046721289056,16.0
Michigan State,66.92663212792662,17.0
Baylor,65.87456997185245,18.0
Boston College,64.97578590130132,19.0
Wake Forest,64.21206906837008,20.0
Iowa State,61.12454570235512,21.0
Kentucky,56.30632191627416,22.0
Oklahoma,55.948659426175894,23.0
San Diego State,54.8998623837993,24.0
Southern Methodist,52.93356117563503,25.0
North Carolina State,52.057393226174206,26.0
Texas,51.92531170669575,27.0
Texas-San Antonio,48.9900115334199,28.0
Texas A&M,48.86764894035196,29.0
Auburn,46.43228004639566,30.0
Boise State,46.28105638497041,31.0
Fresno State,45.71593005303635,32.0
Oregon State,45.57058319978899,33.0
Oregon,45.309692045522496,34.0
Appalachian State,42.2618463061633,35.0
Mississippi,38.95937921687486,36.0
Marshall,38.79857207702744,37.0
Texas Christian,38.00497234634221,38.0
Minnesota,37.98298129893682,39.0
UCLA,37.9720151341103,40.0
Virginia,37.55658933778502,41.0
Notre Dame,35.548193217224096,42.0
Clemson,35.25207248167795,43.0
Oklahoma State,34.55891604971301,44.0
Utah,34.452632295291636,45.0
Virginia Tech,33.8227735055181,46.0
Southern California,32.716677630742964,47.0
Louisville,32.33380007477417,48.0
Alabama-Birmingham,31.371116330830045,49.0
Arkansas,31.239197217107964,50.0
Kansas State,31.220874774487896,51.0
Brigham Young,29.994056458702104,52.0
Army,29.238679407503305,53.0
Western Michigan,29.037438514517202,54.0
Nevada,28.988469030942717,55.0
Purdue,28.740641771267207,56.0
Wisconsin,28.064415209505107,57.0
North Carolina,27.810383413375977,58.0
Louisiana State,27.750390547907006,59.0
East Tennessee State,26.711182278446294,60.0
Texas-El Paso,26.51523249030887,61.0
Toledo,26.075697526496505,62.0
Mississippi State,25.954739476422944,63.0
Syracuse,25.594678428840936,64.0
Central Florida,25.195173815908696,65.0
West Virginia,24.40725054390738,66.0
Texas Tech,19.400113290250964,67.0
South Alabama,18.436046191626385,68.0
Washington,18.110018962585468,69.0
Rutgers,18.012176540524543,70.0
Maryland,17.722345495508833,71.0
South Carolina,16.008236024980775,72.0
Wyoming,15.508903661877115,73.0
Georgia Tech,15.413370517188163,74.0
Louisiana,15.345015324926344,75.0
Troy,14.276060827937835,76.0
Washington State,13.598649917477776,77.0
Miami (FL),13.149176878162463,78.0
Colorado State,12.5628115196203,79.0
Montana,11.256636823900841,80.0
South Dakota State,11.13374984459469,81.0
Missouri,10.315477143992865,82.0
Northwestern,9.878384000390625,83.0
Florida Atlantic,9.483686341388026,84.0
Memphis,8.82512791921613,85.0
Central Michigan,8.398012476506068,86.0
Eastern Michigan,7.793520432966686,87.0
Western Kentucky,6.588133793128877,88.0
Incarnate Word,4.834580312364281,89.0
Holy Cross,4.728901701058396,90.0
Louisiana Tech,3.8224355370226206,91.0
Duke,3.6746902845942135,92.0
East Carolina,3.1148723648819376,93.0
California-Davis,3.050481973424226,94.0
Northern Illinois,2.9303080990985793,95.0
Charlotte,2.3343917626349437,96.0
Northern Arizona,2.2238135980477103,97.0
Eastern Washington,2.2083767102663296,98.0
Miami (OH),1.2075259106015412,99.0
Southeastern Louisiana,0.08988532741471211,100.0
Tennessee State,0.0,104.5
Samford,0.0,104.5
Yale,0.0,104.5
Arkansas-Pine Bluff,0.0,104.5
Wofford,0.0,104.5
Bucknell,0.0,104.5
Rhode Island,0.0,104.5
Prairie View A&M,0.0,104.5
Chattanooga,-0.5096356788681433,109.0
Charleston Southern,-0.7498922971521305,110.0
South Dakota,-1.470635903371883,111.0
Stanford,-1.538866640151328,112.0
Montana State,-1.6294611275715065,113.0
Stephen F. Austin,-1.8375172684547265,114.0
Florida State,-2.148287551800543,115.0
Southern Illinois,-2.3841699843372917,116.0
Alcorn State,-2.5251553881690114,117.0
Sacramento State,-4.171114918054182,118.0
Missouri State,-4.264427477651262,119.0
Western Illinois,-5.273104771215146,120.0
Northern Iowa,-5.7888177215537,121.0
Houston Baptist,-6.4003189419075825,122.0
Buffalo,-7.115775457819606,123.0
Jackson State,-8.120780866490195,124.0
Ball State,-8.462486028957354,125.0
Richmond,-9.059181284616024,126.0
Central Arkansas,-9.347178845289223,127.0
Villanova,-9.628358399000524,128.0
Hawaii,-9.751591182602226,129.0
North Dakota,-9.953346761682145,130.0
Southeast Missouri State,-10.361850760491244,131.0
Towson,-10.667051451703124,132.0
Weber State,-11.932885518163875,133.0
St. Francis (PA),-12.253161751272128,134.0
California,-13.088549455851329,135.0
Lafayette,-13.203387995616023,136.0
Albany,-13.221205717013449,137.0
Middle Tennessee State,-13.34315963673599,138.0
Kent State,-13.374181012176454,139.0
North Carolina A&T,-13.65238603495644,140.0
Portland State,-13.676228389209461,141.0
Kennesaw State,-13.726405976702116,142.0
Nicholls State,-13.76889740471528,143.0
Florida A&M,-13.816047564599618,144.0
Old Dominion,-14.325748030369802,145.0
Youngstown State,-14.634990042925832,146.0
Bryant,-14.915764720725424,147.0
Tennessee-Martin,-15.011135484855616,148.0
Delaware,-15.240013719321686,149.0
Austin Peay,-15.544622454593684,150.0
Mercer,-15.95991277814744,151.0
Northwestern State,-16.291623289733668,152.0
Maine,-16.515389324118157,153.0
Monmouth,-17.075205379285904,154.0
Texas State,-17.189224680607598,155.0
Tulane,-17.356438511811824,156.0
Morgan State,-17.66602869074145,157.0
Utah State,-17.79103866583102,158.0
Citadel,-18.350446819145432,159.0
Indiana State,-18.527546742454923,160.0
Bowling Green State,-18.70799647791186,161.0
North Carolina Central,-18.70816610562663,162.0
Elon,-19.63916396452598,163.0
Gardner-Webb,-20.108652258600227,164.0
McNeese State,-20.44429556054192,165.0
Northern Colorado,-20.56154499428098,166.0
Florida International,-20.674714791751793,167.0
Idaho State,-20.86794777012926,168.0
Furman,-22.028633288044034,169.0
Cal Poly,-22.114536830377485,170.0
Bethune-Cookman,-22.351828777318254,171.0
Georgia State,-22.43358747972406,172.0
Stony Brook,-22.994507256246745,173.0
Abilene Christian,-23.343862095703816,174.0
Campbell,-23.967061886224894,175.0
Virginia Military Institute,-24.04165272275484,176.0
Hampton,-24.749647856910325,177.0
Duquesne,-24.753577425588624,178.0
Indiana,-24.87888443411732,179.0
New Hampshire,-25.537300600341393,180.0
Eastern Kentucky,-25.77339571732252,181.0
Jacksonville State,-26.95326166028379,182.0
Tulsa,-27.532646671865788,183.0
Southern,-29.124956623067,184.0
North Texas,-29.865918138579534,185.0
Southern Utah,-30.614354184836106,186.0
Alabama State,-31.061931657144594,187.0
Tennessee Tech,-31.163124102437198,188.0
William & Mary,-31.733262165998145,189.0
Eastern Illinois,-31.83048438822037,190.0
San Jose State,-31.8494522804239,191.0
South Carolina State,-31.920088493398836,192.0
Colgate,-31.96806300457257,193.0
Howard,-32.06737798470446,194.0
Texas Southern,-32.16741283376679,195.0
Lamar,-32.26693187014214,196.0
Norfolk State,-32.276026265052025,197.0
Illinois State,-32.29506539610468,198.0
Western Carolina,-32.36316606682682,199.0
Robert Morris,-32.509682975583,200.0
Georgia Southern,-32.894996080986076,201.0
Temple,-33.77232713068534,202.0
Central Connecticut State,-33.77539953957057,203.0
Southern Mississippi,-33.979914663660416,204.0
Arizona,-34.26548598546092,205.0
Illinois,-34.90854828617043,206.0
Murray State,-35.63260724999706,207.0
Colorado,-35.987058139539805,208.0
South Florida,-37.92114279328702,209.0
Fordham,-39.10658883116269,210.0
Louisiana-Monroe,-41.70314187983511,211.0
Akron,-42.8710881419899,212.0
Arkansas State,-44.84441892296252,213.0
Ohio,-45.07886088784637,214.0
Navy,-45.67159231340571,215.0
Nevada-Las Vegas,-46.14385581213917,216.0
Wagner,-49.53240999581691,217.0
Kansas,-49.82926491712172,218.0
Idaho,-50.442263559565376,219.0
Rice,-55.07575711617556,220.0
New Mexico State,-57.787588673913675,221.0
New Mexico,-59.20105760109778,222.0
Grambling State,-62.3773958652707,223.0
Long Island,-73.37925523407348,224.0
Massachusetts,-73.62776975391246,225.0
Vanderbilt,-82.14960827126752,226.0
Connecticut,-85.39362255277761,227.0
