Team,Rating Week 11,Rank Week 11
Georgia,287.614937290224,1.0
Oklahoma,273.2466491689515,2.0
Cincinnati,261.54608407809513,3.0
Ohio State,220.2643863942326,5.0
Alabama,216.32439855858559,6.0
Notre Dame,214.04097362683038,7.0
Oklahoma State,213.4458704967484,8.0
Houston,212.97825431989767,9.0
Michigan State,211.3727207625438,10.0
Michigan,206.497502455255,11.0
Oregon,205.01000636661257,13.0
Wake Forest,199.01037478709463,15.0
Brigham Young,185.20655770599922,17.0
Texas A&M,174.13330080170977,18.0
Mississippi,170.46663054467615,19.0
North Carolina State,158.07124959037287,20.0
Pittsburgh,150.91960455799386,22.0
Iowa,150.59468011651398,23.0
Baylor,149.52019327201367,24.0
Wisconsin,135.66619635972026,27.0
Clemson,116.6634687363418,30.0
Utah,116.63488369111053,31.0
Auburn,114.27708772052644,32.0
Purdue,111.7534219631993,33.0
Iowa State,107.57721925272962,34.0
Arkansas,103.27035533697702,35.0
Virginia,102.90881760957444,36.0
Kansas State,102.22137541991387,37.0
Central Florida,95.34712208939732,40.0
Penn State,94.8655525664852,41.0
Minnesota,91.1570157089769,42.0
Arizona State,88.576700794527,43.0
Kentucky,83.2794757357481,45.0
Miami (FL),62.9660812177614,51.0
Tennessee,56.224992416812725,52.0
Washington State,54.814360497497375,53.0
North Carolina,53.40528628579382,55.0
Mississippi State,50.767337385347155,57.0
Syracuse,44.460262384086576,60.0
South Carolina,42.673421538638735,61.0
UCLA,28.657535978485008,75.0
Boston College,25.990568567253128,77.0
Texas Tech,25.882782336276165,78.0
Maryland,23.68195139398412,79.0
Oregon State,18.042321304765387,80.0
West Virginia,5.417604975955346,83.0
Louisiana State,-0.6449465834586903,93.0
Texas Christian,-4.629611597986553,95.0
Washington,-10.986553058745319,97.0
Texas,-11.366370677657049,98.0
Missouri,-15.321586069326237,99.0
Louisville,-18.286083524646298,100.0
Florida,-22.334379170040304,101.0
Rutgers,-22.40283415720952,102.0
Illinois,-24.739908247368078,103.0
Virginia Tech,-30.54022462509564,113.0
Southern California,-31.88974294057427,125.0
Florida State,-62.96269035086313,180.0
Colorado,-75.96920377417243,194.0
Northwestern,-76.11369925824506,195.0
Georgia Tech,-77.38840051370755,197.0
Stanford,-77.826019527132,198.0
California,-79.51428309686759,199.0
Duke,-80.41617871728351,200.0
Nebraska,-95.8868814524381,207.0
Indiana,-115.01889973161175,211.0
Vanderbilt,-150.40642059035676,216.0
Kansas,-178.35167184902357,219.0
Arizona,-186.8534734890851,221.0
