Team,Rating Week 13,Rank Week 13
Georgia,1445.199705702625,1.0
Ohio State,1425.2866796620121,2.0
Cincinnati,1422.4121100105938,3.0
Oklahoma State,1417.0412259319792,4.0
Michigan,1398.4306349974904,5.0
Notre Dame,1393.0994845440914,6.0
Alabama,1388.6334491446398,7.0
Texas-San Antonio,1359.4470502992065,8.0
Houston,1356.4889099867896,9.0
Louisiana,1334.764768443881,10.0
Pittsburgh,1320.787917790941,11.0
Baylor,1315.1543224624193,12.0
Appalachian State,1312.0177909908825,13.0
Wisconsin,1303.44195004652,14.0
Texas A&M,1294.7640098841612,15.0
Utah,1285.2900712460564,16.0
Oklahoma,1284.2797309147734,17.0
San Diego State,1264.8443681483327,18.0
North Carolina State,1264.3364565525678,19.0
Coastal Carolina,1261.5533077100363,20.0
Mississippi,1261.0922422030528,21.0
Wake Forest,1254.3146518835238,22.0
Boise State,1240.6627536301937,23.0
Clemson,1235.305503160424,24.0
Fresno State,1230.1766406639483,25.0
Brigham Young,1227.7121798531425,26.0
Air Force,1218.5316235333282,27.0
Penn State,1195.2227122740012,28.0
Iowa,1186.2280680323609,29.0
Western Kentucky,1184.1516120921292,30.0
Mississippi State,1169.6084325323877,31.0
Michigan State,1160.3474980982803,32.0
Kentucky,1152.083932897799,33.0
Oregon,1144.9621678061037,34.0
Marshall,1144.0384526905234,35.0
Arkansas,1137.4779368455777,36.0
Southern Methodist,1132.2551886858555,37.0
Alabama-Birmingham,1125.5585459799436,38.0
Army,1120.1016415746403,39.0
Oregon State,1115.4292922360114,40.0
Purdue,1114.7868032808826,41.0
Minnesota,1113.984081413488,42.0
Tennessee,1095.7294002169806,43.0
UCLA,1090.8004464677363,44.0
Kansas State,1083.86599439671,45.0
Central Florida,1082.241617929319,46.0
Central Michigan,1068.5264358274849,47.0
Iowa State,1067.4394281998323,48.0
Louisville,1061.9541100028084,49.0
Liberty,1056.744741963384,50.0
Arizona State,1055.9148510572202,51.0
East Carolina,1055.4290870958514,52.0
Nevada,1053.381647145356,53.0
North Carolina,1012.1921263728136,54.0
Northern Illinois,995.4703562559425,55.0
Texas-El Paso,986.496660675472,56.0
Miami (FL),969.1210259745616,57.0
Virginia,962.6175989257811,58.0
Washington State,958.8809510088203,59.0
Utah State,953.566890025815,60.0
Auburn,943.3346504744288,61.0
Toledo,942.2090580797726,62.0
Eastern Michigan,932.0476709687923,63.0
Miami (OH),927.7508486485814,64.0
East Tennessee State,926.1461872525629,65.0
South Carolina,893.5155154588329,66.0
Boston College,881.284617204151,67.0
Kent State,877.141535071031,68.0
Montana,872.8955454265842,69.0
South Dakota State,850.7377309094594,70.0
Georgia State,846.207341927484,71.0
Incarnate Word,827.9796192161176,72.0
Florida State,818.3566929698837,73.0
Western Michigan,803.0686921596637,74.0
Louisiana State,795.6369603117769,75.0
Holy Cross,790.2294233288156,76.0
California-Davis,786.5111849662848,77.0
West Virginia,782.4124676541367,78.0
Eastern Washington,779.9932792444098,79.0
Florida,766.8752356285049,80.0
Rhode Island,758.8257412272538,81.0
Northern Arizona,749.664689610443,82.0
Old Dominion,674.8596552225911,83.0
North Texas,674.7557715136,84.0
Texas Tech,644.1982925739289,85.0
Syracuse,643.5202209561705,86.0
Maine,611.3901937794805,87.0
Missouri,561.42150968611,88.0
Tulsa,518.1146242396414,89.0
Texas Christian,513.5320355577059,90.0
Chattanooga,465.80805709200257,91.0
Wyoming,449.41302444574904,92.0
Troy,447.5355989982087,93.0
Memphis,427.86475118490216,94.0
Virginia Tech,405.9027254811674,95.0
Alcorn State,401.4144657626713,96.0
Stephen F. Austin,397.37833174528504,97.0
Southern Illinois,350.8576094179003,98.0
Villanova,350.53228111083354,99.0
Towson,318.6888581630754,100.0
Florida Atlantic,285.1042820656767,101.0
Ball State,237.50410600367533,102.0
South Dakota,179.19449836641553,103.0
Rutgers,169.83511298922582,104.0
Richmond,169.3811041422967,105.0
Missouri State,162.84246349197122,106.0
Duquesne,145.24954672125884,107.0
Delaware,143.22577119389527,108.0
Youngstown State,137.5652635077951,109.0
North Dakota,108.79044244424756,110.0
Tennessee State,96.7494907313624,111.0
Northern Iowa,87.45743791670526,112.0
Mercer,82.05829417453849,113.0
Austin Peay,74.2053866950358,114.0
Maryland,63.54320996801634,115.0
Jacksonville State,44.228272527052965,116.0
Wofford,40.612293771709,117.0
Western Illinois,35.216068258631005,118.0
Prairie View A&M,33.60159941582376,119.0
Stony Brook,22.75435246545297,120.0
Bucknell,16.00874325200082,121.0
Houston Baptist,10.665485544668927,122.0
Weber State,10.297189474115731,123.0
Montana State,8.772416305445212,124.0
Southeast Missouri State,-43.00368895887247,125.0
Samford,-76.7043511243609,126.0
Middle Tennessee State,-86.05903295730496,127.0
Albany,-87.90674774805414,128.0
California,-97.62217208309512,129.0
Southeastern Louisiana,-109.12200075116559,130.0
Central Arkansas,-116.52958316877195,131.0
North Carolina Central,-152.53944356706253,132.0
Lafayette,-153.56577077644963,133.0
St. Francis (PA),-186.79789301447377,134.0
Tennessee-Martin,-239.72274973920355,135.0
Sacramento State,-249.38445701621842,136.0
New Hampshire,-250.29725132217155,137.0
Alabama State,-260.5862702966909,138.0
Northwestern State,-260.59329631005966,139.0
Jackson State,-273.4170026299538,140.0
Northern Colorado,-278.8924089967347,141.0
Citadel,-284.7828736308269,142.0
North Carolina A&T,-286.31908233335713,143.0
Monmouth,-296.76349390256604,144.0
Furman,-322.8460229227982,145.0
Arkansas-Pine Bluff,-331.5783022931448,146.0
Howard,-335.3531269378416,147.0
Kennesaw State,-345.8401848947564,148.0
Southern California,-360.5425626959331,149.0
Yale,-368.7299784951237,150.0
South Alabama,-391.1527483686275,151.0
Elon,-391.1714067472195,152.0
Campbell,-417.4211393848963,153.0
Abilene Christian,-431.92280560120537,154.0
Cal Poly,-434.6643238429604,155.0
McNeese State,-438.4399022025423,156.0
Indiana State,-442.13165003435074,157.0
William & Mary,-449.40176803242184,158.0
Lamar,-456.07838782127345,159.0
Morgan State,-465.92801397334114,160.0
Florida A&M,-472.5832883910329,161.0
Western Carolina,-474.8292866258081,162.0
Bryant,-508.22224494118234,163.0
Eastern Illinois,-513.0575898291038,164.0
Colgate,-514.6465270763482,165.0
Tennessee Tech,-525.9150902212343,166.0
Illinois,-533.2058405485188,167.0
Hampton,-558.3239536749361,168.0
Southern,-558.8411045090287,169.0
Charleston Southern,-576.3098562163659,170.0
Virginia Military Institute,-577.5656154667797,171.0
Eastern Kentucky,-594.4746204642777,172.0
Bethune-Cookman,-703.5464542255255,173.0
Gardner-Webb,-717.0598411959186,174.0
Washington,-768.9310498942964,175.0
Central Connecticut State,-774.5181629966706,176.0
Texas,-785.2691876601917,177.0
Nicholls State,-786.239357249103,178.0
Illinois State,-789.5896184548602,179.0
San Jose State,-828.4084429521065,180.0
Portland State,-832.6513998163267,181.0
Southern Utah,-833.6835027699555,182.0
Robert Morris,-837.8523658844184,183.0
Norfolk State,-891.4761218347371,184.0
Nebraska,-912.3305144876483,185.0
Buffalo,-967.5295220137724,186.0
Hawaii,-968.1218001091063,187.0
Idaho State,-992.9673831598353,188.0
Texas Southern,-1033.5755336408185,189.0
Murray State,-1050.4779203618991,190.0
Colorado,-1067.7331440709606,191.0
South Carolina State,-1072.8188343516752,192.0
Fordham,-1112.4704828839865,193.0
Georgia Tech,-1219.5203003339423,194.0
Charlotte,-1236.5252590548346,195.0
Idaho,-1250.0901488061156,196.0
Wagner,-1277.4232034232866,197.0
Northwestern,-1283.5689871832917,198.0
Ohio,-1321.3772042110743,199.0
Louisiana-Monroe,-1417.5394882608807,200.0
Grambling State,-1543.578842560189,201.0
Texas State,-1563.7119924923466,202.0
Colorado State,-1566.9516239464563,203.0
Louisiana Tech,-1605.877931621961,204.0
Navy,-1667.835390463196,205.0
Stanford,-1684.245328203947,206.0
Long Island,-1737.1336638083658,207.0
Georgia Southern,-1742.4655931664372,208.0
Nevada-Las Vegas,-1780.0180201950009,209.0
Bowling Green State,-1786.6152862061858,210.0
Tulane,-1844.6427656097123,211.0
Duke,-1880.7151190021557,212.0
Rice,-1946.4519607895454,213.0
Kansas,-2117.309841888355,214.0
Southern Mississippi,-2125.5577553939834,215.0
South Florida,-2126.4522599046572,216.0
Arkansas State,-2139.44747380399,217.0
Indiana,-2186.2649514320783,218.0
New Mexico,-2237.4900117276043,219.0
Arizona,-2334.971575099782,220.0
Akron,-2399.259091541056,221.0
Vanderbilt,-2490.688189608546,222.0
New Mexico State,-2559.0156737515504,223.0
Temple,-2594.738662429586,224.0
Connecticut,-2735.4670504326764,225.0
Florida International,-2834.5352889900273,226.0
Massachusetts,-2860.03131357942,227.0
