Team,Rating Week 7,Rank Week 7
Georgia,207.89870793865285,1.0
Iowa,206.3235428915886,2.0
Oklahoma,203.07348351323355,3.0
Kentucky,198.02197783930495,4.0
Michigan,195.06484512293437,5.0
Michigan State,194.62209636394982,6.0
Wake Forest,194.09713716449653,7.0
Southern Methodist,185.40917535811863,8.0
Texas-San Antonio,183.7061498164928,9.0
Coastal Carolina,177.74597331097314,10.0
Cincinnati,174.45114793714714,11.0
Oklahoma State,173.72697564552846,12.0
San Diego State,151.14868347175232,13.0
Ohio State,139.93583405423132,14.0
Notre Dame,139.3791147980873,15.0
Arizona State,136.25894703947517,16.0
Penn State,135.12157904893965,17.0
Baylor,134.1043092146153,18.0
Air Force,132.41322239124185,19.0
Alabama,130.8473439252704,20.0
Liberty,127.88903511700931,21.0
Houston,126.98020933422298,22.0
Brigham Young,125.83164441910066,23.0
Texas-El Paso,117.57450570513399,24.0
Mississippi,109.95315731163262,25.0
North Carolina State,106.75347739323563,26.0
Pittsburgh,104.53622169942088,27.0
Louisiana,101.54225556045516,28.0
Boston College,98.47892569841756,29.0
Appalachian State,95.48559333467122,30.0
Oregon,95.10571458115142,31.0
Nevada,94.75177877289612,32.0
Wyoming,90.3959107963314,33.0
Army,79.68767401872725,34.0
Texas,78.85686731806996,35.0
Virginia,78.04877265204766,36.0
Northern Illinois,77.56483323106701,37.0
Texas A&M,76.94238171185327,38.0
Tennessee,76.90860394470718,39.0
Auburn,75.50816552805507,40.0
Florida,73.16416068624079,41.0
Arkansas,72.75316020861291,42.0
Oregon State,68.85495975799643,43.0
Alabama-Birmingham,67.85015185574962,44.0
UCLA,66.04237806556242,45.0
Western Michigan,65.43496337242988,46.0
Maryland,64.2522716925927,47.0
Texas Tech,61.50382700556263,48.0
Fresno State,56.32506968465816,49.0
Eastern Michigan,55.541003192704096,50.0
Clemson,50.159741197768184,51.0
Utah,49.49664207614522,52.0
Mississippi State,46.54626903336332,53.0
Texas Christian,45.515392795207816,54.0
Charlotte,44.900885788808765,55.0
Minnesota,43.09683072438214,56.0
Kansas State,42.8544161546251,57.0
Iowa State,39.970072708336374,58.0
Virginia Tech,37.14054935212488,59.0
East Tennessee State,36.711182278446294,60.5
Montana,36.711182278446294,60.5
Incarnate Word,36.40836629456455,62.0
South Dakota State,36.208376710266336,64.0
California-Davis,36.208376710266336,64.0
Eastern Washington,36.208376710266336,64.0
Holy Cross,34.50683788862222,66.0
Northern Arizona,33.271717014840156,67.0
Central Florida,31.932469034321628,68.0
Purdue,30.218522850044664,69.0
Utah State,29.694987711752283,70.0
Boise State,25.797144684056803,71.0
Stanford,22.388114363241264,72.0
Ball State,19.48590460456589,73.0
South Alabama,19.28097334307745,74.0
Georgia Tech,19.117150929483294,75.0
Louisiana State,17.754738285834247,76.0
Kent State,15.313641514711698,77.0
Washington State,14.222799218051414,78.0
Temple,12.374911743674463,79.0
Hawaii,9.227835063434696,80.0
Louisville,9.048261969557238,81.0
Rutgers,8.979411933323032,82.0
South Carolina,8.499110204407515,83.0
Missouri,7.311865609651786,84.0
Syracuse,6.000498855859725,85.0
East Carolina,4.807294179938403,86.0
North Carolina,2.8509608736823395,87.0
Duquesne,2.797985558642843,88.0
Jacksonville State,1.650457877641145,89.0
Southern California,0.870683921651846,90.0
Rhode Island,0.0,94.5
Yale,0.0,94.5
Arkansas-Pine Bluff,0.0,94.5
Bucknell,0.0,94.5
Wofford,0.0,94.5
Samford,0.0,94.5
Prairie View A&M,0.0,94.5
Tennessee State,0.0,94.5
Troy,-0.7816303136731406,99.0
Central Michigan,-1.169291595733256,100.0
Duke,-1.4475215731628168,101.0
Florida Atlantic,-1.7634903306900753,102.0
Toledo,-7.823525818263253,103.0
Memphis,-9.039607722838916,104.0
San Jose State,-9.163203567508287,105.0
Nebraska,-9.270277218050296,106.0
Wisconsin,-11.34694704952745,107.0
Indiana,-12.071944127831774,108.0
Marshall,-13.199806955942435,109.0
Washington,-17.179808323519463,110.0
Colorado State,-20.688764076759853,111.0
Miami (FL),-22.878234340685573,112.0
Texas State,-23.18085960799285,113.0
Louisiana Tech,-27.31996104908193,114.0
Rice,-27.947378382366956,115.0
Villanova,-28.190256075531543,116.0
Towson,-28.999605008170764,117.0
Northwestern,-29.67334084660424,118.0
Stony Brook,-29.7383777194462,119.0
Delaware,-29.819167212589466,120.0
Chattanooga,-29.94428458546911,121.0
Alcorn State,-30.46103670854848,122.0
Youngstown State,-31.475655644636674,123.0
Mercer,-31.53591377701378,125.5
Southern Illinois,-31.53591377701378,125.5
Stephen F. Austin,-31.53591377701378,125.5
Austin Peay,-31.53591377701378,125.5
Howard,-31.596192655596653,128.0
Alabama State,-31.621280726173186,129.5
Western Carolina,-31.621280726173186,129.5
Richmond,-31.791055814775778,131.0
New Hampshire,-31.813947949352098,132.0
Lamar,-31.86520260705564,133.0
North Dakota,-31.949792886390355,134.5
Idaho State,-31.949792886390355,134.5
North Carolina Central,-31.974927957852906,136.0
Louisiana-Monroe,-32.91339421426949,137.0
William & Mary,-33.288817721553706,141.5
Weber State,-33.288817721553706,141.5
Eastern Illinois,-33.288817721553706,141.5
Missouri State,-33.288817721553706,141.5
Northern Iowa,-33.288817721553706,141.5
Colgate,-33.288817721553706,141.5
South Dakota,-33.288817721553706,141.5
Northern Colorado,-33.288817721553706,141.5
Southeast Missouri State,-33.314083912332336,146.5
Furman,-33.314083912332336,146.5
Albany,-33.32021694623714,148.0
Tennessee Tech,-33.43555089961051,149.0
