Team,Rating Week 16,Rank Week 16
Georgia,218.45901264062246,1.0
Michigan,157.76999239598254,2.0
Cincinnati,143.41178158478476,3.0
Ohio State,136.246564714586,4.0
Alabama,136.1784249036698,5.0
Notre Dame,130.3204689556952,6.0
Oklahoma State,125.24969598754555,7.0
Utah,116.88344224537678,8.0
Pittsburgh,115.43104886568766,9.0
Texas A&M,109.38228439449885,10.0
Appalachian State,103.90004240827668,11.0
Clemson,101.99132534697597,12.0
Houston,101.16636033030343,13.0
Wisconsin,100.0116764994634,14.0
Penn State,99.90746044066339,15.0
North Carolina State,98.10003461940892,16.0
Fresno State,93.90204957656088,17.0
Baylor,92.84202917754027,18.0
Coastal Carolina,92.04246387129639,19.0
Iowa State,88.81318818188731,20.0
Louisiana,88.48910385389946,21.0
Western Kentucky,87.57822367177408,22.0
Boise State,85.96777676618692,23.0
Air Force,82.67948211843047,24.0
Texas-San Antonio,82.13101783161908,25.0
Wake Forest,82.01682945926002,26.0
Mississippi,73.17882790261093,27.0
Oklahoma,72.98127598819404,28.0
Kentucky,70.18194855328066,29.0
Marshall,67.77047033729265,30.0
Tennessee,67.59902384402157,31.0
Alabama-Birmingham,67.38492263344557,32.0
Nevada,67.02814642990964,33.0
Purdue,66.80638557236617,34.0
Minnesota,66.61005364188591,35.0
UCLA,65.12674066447559,36.0
Toledo,62.42738818774521,37.0
Arkansas,60.97813090866837,38.0
Brigham Young,58.008184801140054,39.0
Army,55.145642982439796,40.0
Oregon State,54.550696052393675,41.0
Mississippi State,54.53263762516266,42.0
Arizona State,53.1853810744433,43.0
Louisville,52.081637555033836,44.0
Michigan State,51.390995949172904,45.0
San Diego State,51.09390779453326,46.0
Central Michigan,49.771641743108084,47.0
Central Florida,49.418906571149776,48.0
Nebraska,48.13756769991305,49.0
Washington State,45.283229928511716,50.0
Southern Methodist,44.96106401247978,51.0
Miami (FL),44.617687553600334,52.0
Kansas State,44.331187094118306,53.0
Utah State,41.92363469323497,54.0
North Carolina,41.21432150594299,55.0
Miami (OH),39.37987272292816,56.0
Liberty,38.239091669970186,57.0
Florida,32.77267278591137,58.0
Auburn,32.48523476060871,59.0
Iowa,32.162702471991395,60.0
Oregon,31.616017852668204,61.0
Louisiana State,30.78760163246337,62.0
Virginia,28.521823680087994,63.0
East Tennessee State,26.711182278446294,64.0
Western Michigan,26.27543349897399,65.0
Texas-El Paso,24.279373345178143,66.0
Middle Tennessee State,23.481593368358723,67.0
East Carolina,22.45875380093983,68.0
Georgia State,19.085549155112815,69.0
North Texas,18.34482000259957,70.0
Texas,17.544465933300874,71.0
Boston College,15.861059492411357,72.0
Florida State,15.4051395949837,73.0
Virginia Tech,12.435822101019445,74.0
California,11.338745486666856,75.0
Montana,11.256636823900841,76.0
South Dakota State,11.13374984459469,77.0
West Virginia,9.204649370133842,78.0
Old Dominion,8.832022460302825,79.0
Northern Illinois,5.96657205511645,80.0
Incarnate Word,4.834580312364281,81.0
Holy Cross,4.728901701058396,82.0
Ball State,4.314492613399885,83.0
Rhode Island,3.429135413391845,84.0
California-Davis,3.050481973424226,85.0
Northern Arizona,2.2238135980477103,86.0
