Team,Rating Week 14,Rank Week 14
Georgia,1436.1839784478582,1.0
Cincinnati,1427.6205399303522,2.0
Michigan,1410.2794493677875,3.0
Oklahoma State,1410.0039188800072,4.0
Alabama,1394.6659091939387,5.0
Notre Dame,1388.8787303206198,6.0
Ohio State,1364.3778801587287,7.0
Houston,1361.6217989875727,8.0
Pittsburgh,1335.305379114264,9.0
Appalachian State,1328.6588275340303,10.0
Louisiana,1294.9142696764575,11.0
Clemson,1288.2806790625461,12.0
Baylor,1287.9716762923367,13.0
San Diego State,1281.9826363840368,14.0
Texas-San Antonio,1275.2468365836949,15.0
Mississippi,1272.762806056458,16.0
Utah,1270.6852764769765,17.0
Wake Forest,1268.1134602656573,18.0
North Carolina State,1260.5399126579207,19.0
Coastal Carolina,1255.2122342923315,20.0
Fresno State,1253.7574464901127,21.0
Wisconsin,1248.7114980027104,22.0
Oklahoma,1237.5769581122097,23.0
Texas A&M,1231.80881971978,24.0
Air Force,1226.8908386712494,25.0
Western Kentucky,1222.8650065969696,26.0
Kentucky,1209.622107874216,27.0
Brigham Young,1198.3217486643243,28.0
Iowa,1189.5498171659488,29.0
Michigan State,1176.839900950534,30.0
Army,1162.0316831450368,31.0
Purdue,1161.9039233341484,32.0
Alabama-Birmingham,1158.6521335797474,33.0
Boise State,1157.7388955561883,34.0
Minnesota,1153.5571208722008,35.0
Oregon,1150.360171764083,36.0
Arkansas,1147.3685979674233,37.0
UCLA,1141.706289313353,38.0
Penn State,1131.0616976822337,39.0
Nevada,1127.0015065623418,40.0
Central Michigan,1124.6014362200735,41.0
Iowa State,1122.6725444916613,42.0
Tennessee,1115.6384430430066,43.0
Arizona State,1101.6064385862526,44.0
Mississippi State,1090.557978268647,45.0
Central Florida,1089.4006120636604,46.0
Marshall,1074.721213008823,47.0
Toledo,1060.5955934127583,48.0
Oregon State,1057.861864093675,49.0
Southern Methodist,1051.495278126712,50.0
Washington State,1045.686160777258,51.0
Miami (FL),1042.5220432758115,52.0
Utah State,1034.728657570317,53.0
Kansas State,1013.7074360400512,54.0
Georgia State,986.9323553303807,55.0
Louisiana State,969.3617375129112,56.0
Western Michigan,962.1637923123204,57.0
East Carolina,961.8177624068028,58.0
East Tennessee State,941.4991842397549,59.0
Liberty,933.9276206884716,60.0
Louisville,927.5662800834749,61.0
North Carolina,922.1623913222099,62.0
Kent State,921.3293746181819,63.0
Montana,886.4059875332334,64.0
North Texas,884.5905173848744,65.0
Texas-El Paso,873.12674541928,66.0
Florida,873.125645251032,67.0
South Dakota State,865.426998623519,68.0
West Virginia,864.0333835614098,69.0
Incarnate Word,861.658199729075,70.0
Auburn,852.452848397442,71.0
Holy Cross,827.5613820781964,72.0
Miami (OH),822.5392560767898,73.0
Virginia,817.8367422321875,74.0
California-Davis,815.4570529974219,75.0
Eastern Washington,813.9750491722393,76.0
Northern Illinois,796.7469074109035,77.0
Northern Arizona,795.6813401124725,78.0
Old Dominion,793.1490992043801,79.0
Rhode Island,789.2868753664476,80.0
Tulsa,766.9924904003533,81.0
Virginia Tech,761.748954981183,82.0
Middle Tennessee State,760.4256162697452,83.0
Ball State,750.1692769462064,84.0
Boston College,719.0980968309992,85.0
Eastern Michigan,715.0557450460528,86.0
Florida State,683.0225677594274,87.0
Texas Tech,641.3819296576315,88.0
Maine,601.8846185711903,89.0
Illinois,599.1836690732987,90.0
Memphis,543.9459285718349,91.0
Maryland,535.2520007102562,92.0
Chattanooga,505.35319056545654,93.0
Alcorn State,432.370108915172,94.0
Stephen F. Austin,415.53654483687205,95.0
South Carolina,383.35714818390136,96.0
Southern Illinois,376.0378910821448,97.0
Villanova,348.3797341638046,98.0
Missouri,332.6761301411384,99.0
Towson,324.8758034403574,100.0
South Dakota,322.2751776548819,101.0
Hawaii,225.84443880346095,102.0
Missouri State,218.1378440090077,103.0
Richmond,185.7091656239869,104.0
Northern Iowa,179.99518732479825,105.0
Delaware,165.81515868866805,106.0
Youngstown State,132.31558104341394,107.0
Duquesne,123.77787901549294,108.0
North Dakota,116.8342128500824,109.0
Tennessee State,112.39277250145744,110.0
Montana State,98.96157645660519,111.0
Mercer,92.13986834601573,112.0
Austin Peay,81.94701291176686,113.0
Western Illinois,65.93580183732904,114.0
Houston Baptist,61.865997837266185,115.0
Wofford,55.906292824245384,116.0
Jacksonville State,44.554711860572745,117.0
Prairie View A&M,27.578002466423584,118.0
Texas Christian,24.912377557971908,119.0
Stony Brook,19.81056653272738,120.0
Samford,18.41454361649842,121.0
Southeastern Louisiana,12.401545386997851,122.0
Bucknell,3.035652677166337,123.0
Southeast Missouri State,2.289063689312405,124.0
Weber State,2.0860339835154322,125.0
Texas,-5.5808578200637475,126.0
Central Arkansas,-53.51379084770247,127.0
Albany,-66.92615931521513,128.0
St. Francis (PA),-86.03025775789817,129.0
Lafayette,-104.17774384409506,130.0
North Carolina Central,-127.16722666943426,131.0
Sacramento State,-131.38886619565073,132.0
Jackson State,-155.37213339743406,133.0
Northwestern State,-220.9242290398997,134.0
New Hampshire,-221.5981820577077,135.0
Syracuse,-229.81670261211028,136.0
Citadel,-232.52318448375618,137.0
North Carolina A&T,-245.2951151575883,138.0
Northern Colorado,-248.63630951352607,139.0
Monmouth,-257.5646714292713,140.0
Alabama State,-258.3485567322404,141.0
Tennessee-Martin,-266.8302536285701,142.0
Yale,-274.9950418507092,143.0
Furman,-296.11563089744243,144.0
Kennesaw State,-302.7606472438835,145.0
Arkansas-Pine Bluff,-307.23004167957976,146.0
Howard,-324.3879459873521,147.0
Elon,-344.9268301582196,148.0
Wyoming,-356.98807075421416,149.0
McNeese State,-390.8286183295224,150.0
Campbell,-391.58158646335573,151.0
Indiana State,-394.01941869239624,152.0
Abilene Christian,-399.68704809688467,153.0
Cal Poly,-403.43981075674213,154.0
Eastern Illinois,-419.1684191753543,155.0
Florida A&M,-421.3230023760086,156.0
Lamar,-436.0618139261144,157.0
Bryant,-444.3174973119414,158.0
Morgan State,-446.25962929642895,159.0
William & Mary,-451.83875064268557,160.0
Western Carolina,-456.27830996886735,161.0
Colgate,-466.86082764793707,162.0
Tennessee Tech,-479.2974821415173,163.0
California,-506.9143041162264,164.0
Southern,-510.5927402221444,165.0
Virginia Military Institute,-512.2178867605053,166.0
Charleston Southern,-518.833756934825,167.0
Eastern Kentucky,-522.5487348157347,168.0
Hampton,-548.0822510517546,169.0
Southern California,-612.5859156178965,170.0
Florida Atlantic,-651.3873443287767,171.0
Troy,-651.5457096367949,172.0
Gardner-Webb,-656.8361089528725,173.0
South Alabama,-674.1699086944631,174.0
Bethune-Cookman,-678.536524786849,175.0
Nicholls State,-701.7667610614996,176.0
Portland State,-731.010778927011,177.0
Central Connecticut State,-733.2720636061531,178.0
Robert Morris,-760.5853806054289,179.0
Illinois State,-761.0279811869535,180.0
Southern Utah,-787.8031517671567,181.0
Norfolk State,-852.080597225666,182.0
Rutgers,-928.454977685916,183.0
Idaho State,-932.2768221243546,184.0
Washington,-936.8882674221205,185.0
Texas Southern,-970.4127056423233,186.0
Nebraska,-992.9544947960939,187.0
South Carolina State,-993.4586848478573,188.0
Murray State,-996.2555306341482,189.0
Fordham,-1057.5147502227162,190.0
Colorado,-1140.3523868068535,191.0
Charlotte,-1207.7347490454888,192.0
Idaho,-1229.6533697813177,193.0
Wagner,-1256.2231788961453,194.0
Navy,-1298.2099931382227,195.0
Buffalo,-1317.380959183954,196.0
Bowling Green State,-1336.6470768159338,197.0
San Jose State,-1385.335254236583,198.0
Louisiana-Monroe,-1397.3833685108912,199.0
Georgia Tech,-1450.1722194445379,200.0
Grambling State,-1470.188461923108,201.0
Texas State,-1516.0362650161114,202.0
Colorado State,-1519.5571531647092,203.0
Northwestern,-1624.548830275816,204.0
Ohio,-1641.7306708379856,205.0
Louisiana Tech,-1707.3694917514483,206.0
Long Island,-1751.286072952372,207.0
Southern Mississippi,-1775.5418977768968,208.0
Rice,-1826.790980224857,209.0
Stanford,-1842.9954930528656,210.0
Nevada-Las Vegas,-1850.0587343366562,211.0
Tulane,-1873.6899078665222,212.0
Georgia Southern,-1924.2027454428978,213.0
Duke,-2085.659227561831,214.0
Kansas,-2109.0852432916527,215.0
South Florida,-2130.0106350912615,216.0
New Mexico State,-2278.2649517233303,217.0
Arkansas State,-2321.1182923654724,218.0
Indiana,-2394.571307350596,219.0
Vanderbilt,-2416.0916649984906,220.0
Arizona,-2443.820714312837,221.0
New Mexico,-2458.7299917728333,222.0
Akron,-2484.572573538299,223.0
Temple,-2763.2126385332076,224.0
Connecticut,-2767.9686334444973,225.0
Florida International,-2829.9371999838936,226.0
Massachusetts,-2861.7193693752474,227.0
