Team,Rating,Rank
Texas-El Paso,-22.47229793892023,102.0
Middle Tennessee State,-23.145267628026858,103.0
New Mexico,-24.036136411410816,104.0
Arkansas State,-25.306071800498653,105.0
Buffalo,-25.780579481371994,106.0
Louisiana Tech,-26.162259618690044,107.0
Wyoming,-26.29059475559273,108.0
Texas State,-26.508891813176533,109.0
Holy Cross,-27.271098298941602,110.0
South Dakota,-28.51186355141477,111.0
Northern Illinois,-28.63221170865458,112.0
California-Davis,-28.949518026575774,113.0
Stephen F. Austin,-29.16214808998795,114.0
Southern Illinois,-29.459358928926385,115.0
Eastern Washington,-29.79162328973367,116.0
San Jose State,-30.200801387667855,117.0
North Texas,-30.57391672113971,118.0
Missouri State,-31.305655125694148,119.0
Tulsa,-31.568122008918202,120.0
Southeastern Louisiana,-31.66074349738542,121.0
Tennessee Tech,-32.0,136.5
Northern Arizona,-32.0,136.5
Sacramento State,-32.0,136.5
Yale,-32.0,136.5
Southeast Missouri State,-32.0,136.5
Stony Brook,-32.0,136.5
Arkansas-Pine Bluff,-32.0,136.5
Villanova,-32.0,136.5
Bucknell,-32.0,136.5
Towson,-32.0,136.5
Richmond,-32.0,136.5
Central Connecticut State,-32.0,136.5
Charleston Southern,-32.0,136.5
Rhode Island,-32.0,136.5
Samford,-32.0,136.5
Jackson State,-32.0,136.5
Incarnate Word,-32.0,136.5
Albany,-32.0,136.5
Alcorn State,-32.0,136.5
Bryant,-32.0,136.5
Chattanooga,-32.0,136.5
Delaware,-32.0,136.5
Elon,-32.0,136.5
Florida A&M,-32.0,136.5
Wofford,-32.0,136.5
Tennessee State,-32.0,136.5
Furman,-32.0,136.5
Prairie View A&M,-32.0,136.5
Maine,-32.0,136.5
New Hampshire,-32.0,136.5
Northern Iowa,-32.83004536959659,152.0
Montana State,-33.62946112757151,153.0
Temple,-35.28121814174914,154.0
Eastern Michigan,-36.07666753730799,155.0
Western Illinois,-37.273104771215145,156.0
East Carolina,-37.68341788715329,157.0
Ball State,-38.28018200897991,158.0
Houston Baptist,-38.400318941907585,159.0
Weber State,-38.97411316620676,160.0
Portland State,-40.72359562890947,161.0
North Carolina A&T,-40.935916190925134,162.0
Kennesaw State,-41.004782812125185,163.0
Central Arkansas,-41.34717884528922,164.0
Youngstown State,-41.69611965721763,165.0
North Dakota,-41.70405189763951,166.0
Colorado State,-42.07713830392515,167.0
Austin Peay,-42.60322338229117,168.0
Hawaii,-42.97632115994984,169.0
Mercer,-43.03584237273257,170.0
St. Francis (PA),-44.25316175127213,171.0
Lafayette,-45.203387995616026,172.0
Miami (OH),-45.4427756760585,173.0
Nicholls State,-45.51957208298238,174.0
Indiana State,-45.55122190453798,175.0
Nevada-Las Vegas,-46.276586155990614,176.0
Louisiana-Monroe,-46.82127343977203,177.0
Idaho,-46.826841996103234,178.0
Tennessee-Martin,-47.011135484855615,179.0
McNeese State,-47.49167567650241,180.0
Northern Colorado,-47.60277264232387,181.0
Northwestern State,-48.291623289733664,182.0
Monmouth,-49.075205379285904,183.0
Morgan State,-49.416608253416,184.0
Citadel,-50.35044681914543,185.0
North Carolina Central,-50.70816610562663,186.0
Fordham,-51.34295962806702,187.0
Bowling Green State,-51.44137124358586,188.0
Duquesne,-51.791837135629564,189.0
Gardner-Webb,-51.85636136032858,190.0
Massachusetts,-52.3569316571795,191.0
Idaho State,-52.61872438116445,192.0
Texas Southern,-52.772961101156696,193.0
Eastern Kentucky,-52.79906608154532,194.0
Georgia Southern,-53.76099856014367,195.0
Cal Poly,-53.864058979853546,196.0
Murray State,-53.92485914194053,197.0
Jacksonville State,-54.055275211343414,198.0
Bethune-Cookman,-54.82913477326506,199.0
Abilene Christian,-55.34386209570381,200.0
Virginia Military Institute,-55.79191595283998,201.0
South Carolina State,-55.94109694578402,202.0
Campbell,-55.9670618862249,203.0
Hampton,-56.49990897631564,204.0
Southern Utah,-57.68657734867794,205.0
Alabama State,-58.38456920398747,206.0
Wagner,-58.61213611024649,207.0
William & Mary,-58.77448981404103,208.0
Eastern Illinois,-58.871712036263254,209.0
Colgate,-59.00929065261546,210.0
Howard,-59.113011974082035,211.0
Norfolk State,-59.63652020076833,212.0
Western Carolina,-59.64630485079846,213.0
Akron,-61.04806451663596,214.0
Southern,-61.124956623067,215.0
Rice,-63.768081803592246,216.0
Lamar,-64.01804049434774,217.0
Illinois State,-64.04534806333234,218.0
Robert Morris,-64.2601737681972,219.0
South Florida,-64.85558597430915,220.0
Grambling State,-64.9931588644005,221.0
Ohio,-65.2046400054625,222.0
Georgia State,-65.66109096923566,223.0
New Mexico State,-74.89717221141757,224.0
Long Island,-79.36968189397005,225.0
Navy,-82.75969572634617,226.0
Connecticut,-96.2917579199314,227.0
