Team,Rating Week 6,Rank Week 6
Georgia,1470.2394798155672,1.0
Iowa,1452.1322946263042,2.0
Alabama,1421.742510079067,3.0
Penn State,1412.3152945415968,4.0
Michigan,1404.7753568796238,5.0
Coastal Carolina,1384.7763390147627,6.0
Wake Forest,1347.382813723033,7.0
Cincinnati,1340.2228777103483,8.0
Oklahoma,1321.6432825566196,9.0
Michigan State,1305.9862246090804,10.0
Auburn,1302.8017025276074,11.0
Pittsburgh,1299.2455379534772,12.0
Southern Methodist,1296.5258562062497,13.0
Ohio State,1294.9288939306214,14.0
Kentucky,1282.8921376394972,15.0
Texas-San Antonio,1281.9478810828502,16.0
Texas,1281.6454825947674,17.0
Houston,1262.881511363191,18.0
Oregon State,1262.8231944961867,19.0
Baylor,1257.0567245699874,20.0
Arizona State,1256.5189952259484,21.0
Brigham Young,1252.0024138036579,22.0
North Carolina State,1251.5430196507953,23.0
Boston College,1247.0061203066102,24.0
Air Force,1246.7453357392155,25.0
Liberty,1245.1308867415955,26.0
Western Michigan,1237.5710939343778,27.0
San Diego State,1219.229891349382,28.0
Oklahoma State,1196.628712451776,29.0
Oregon,1177.0219915157775,30.0
Appalachian State,1171.8073437060664,31.0
Mississippi,1145.6790515588286,32.0
Fresno State,1145.1611967029844,33.0
Tennessee,1144.116651522566,34.0
Notre Dame,1122.1757236146332,35.0
Arkansas,1119.441696135572,36.0
Virginia Tech,1114.1762445916918,37.0
Maryland,1107.3502289331698,38.0
Iowa State,1098.097725389146,39.0
Texas Tech,1095.5608181809298,40.0
Florida,1095.1109372399665,41.0
Louisiana State,1084.0384230848922,42.0
Minnesota,1078.253048948515,43.0
North Carolina,1077.4341043083696,44.0
Wyoming,1069.4994365180603,45.0
Clemson,1063.5756988939045,46.0
Army,1059.17251894653,47.0
Southern California,1053.1889491803295,48.0
Louisville,1047.9924273143845,49.0
Virginia,1041.9474183665436,50.0
Texas A&M,1037.3643781910464,51.0
Kansas State,1022.9758661400853,52.0
Nevada,1002.5882346845177,53.0
Louisiana,998.8738091987107,54.0
Nebraska,998.6099834300926,55.0
Mississippi State,996.3446847383119,56.0
Texas-El Paso,992.7815349667366,57.0
South Alabama,987.7634408172821,58.0
Rutgers,983.262818884421,59.0
South Carolina,978.6390226798944,60.0
UCLA,941.0510667723215,61.0
East Tennessee State,934.2280889210454,62.0
Stanford,922.4499173208116,63.0
Syracuse,896.0851110546052,64.0
Purdue,888.1590567898991,65.0
Toledo,869.0471291105456,66.0
Alabama-Birmingham,856.401583096203,67.0
Florida Atlantic,854.6055978799488,68.0
Montana,843.3661122245405,69.0
South Dakota State,815.6292000191363,70.0
Utah,814.7241193271734,71.0
Texas Christian,812.1237597262725,72.0
Memphis,806.9665996360021,73.0
Boise State,803.8400560296495,74.0
East Carolina,795.1369294915091,75.0
Duke,793.4249865832224,76.0
West Virginia,775.2848786887862,77.0
Incarnate Word,774.2104769827432,78.0
California-Davis,750.3827033573439,79.0
Holy Cross,744.1843502100701,80.0
Eastern Washington,737.7173675581618,81.0
Central Florida,722.5113793061647,82.0
Northern Arizona,720.587669967781,83.0
Eastern Michigan,714.452134228455,84.0
Northern Illinois,691.7800053094197,85.0
Washington,686.5940141084463,86.0
Miami (FL),632.5381096672485,87.0
Georgia Tech,624.2169848913592,88.0
Washington State,568.1334991099571,89.0
Temple,565.080718169361,90.0
Tennessee State,544.647008144248,91.0
Missouri,544.0101382475941,92.0
Northwestern,534.2954956497266,93.0
Prairie View A&M,519.1246732387552,94.0
Arkansas-Pine Bluff,517.2581151660447,95.0
Samford,516.4852062776856,96.0
Wofford,515.249761999049,97.0
Yale,510.5803618206575,98.0
Rhode Island,508.5021752434707,99.0
Bucknell,507.47294603134117,100.0
Charlotte,506.7155865093531,101.0
Louisiana Tech,490.8569019443064,102.0
Miami (OH),481.0755361888578,103.0
Middle Tennessee State,419.1473288538581,104.0
Hawaii,387.9035048037446,105.0
Chattanooga,331.8448900700392,106.0
Bowling Green State,244.3952026530809,107.0
Buffalo,242.88198163687656,108.0
Alcorn State,242.4111166307571,109.0
Southern Illinois,233.01348759809792,110.0
Stephen F. Austin,223.70073876780245,111.0
Utah State,180.35963486272584,112.0
Villanova,168.1305521612318,113.0
