Team,Rating Week 13,Rank Week 13
Georgia,209.68403033349122,1.0
Ohio State,143.33523459552643,2.0
Oklahoma State,134.51540113017248,3.0
Michigan,125.40451913948674,4.0
Cincinnati,124.80211141353118,5.0
Alabama,123.76776956693661,6.0
Notre Dame,120.32499362704482,7.0
Texas A&M,114.63265293554238,8.0
Wisconsin,110.77944981746472,9.0
Penn State,103.25851411371691,10.0
Houston,101.97759249042049,11.0
North Carolina State,100.2479750553106,12.0
Utah,95.26219048981397,13.0
Boise State,94.8084509613939,14.0
Pittsburgh,94.1959623877512,15.0
Texas-San Antonio,94.10392541962413,16.0
Appalachian State,93.60681620334779,17.0
Coastal Carolina,91.59993962644918,18.0
Baylor,90.0624976592461,19.0
Louisiana,85.07501920956717,20.0
Marshall,84.25999493394454,21.0
Fresno State,77.28425547751984,22.0
Iowa State,75.56966782828113,23.0
Wake Forest,74.14271693250565,24.0
Western Kentucky,73.43404948738242,25.0
Air Force,70.87154079069073,26.0
Clemson,70.8589191236001,27.0
Oklahoma,70.51686187416048,28.0
Louisville,68.49711189667725,29.0
Mississippi,65.67172229694037,30.0
San Diego State,65.14773365526106,31.0
Tennessee,64.83676253858489,32.0
Mississippi State,62.039743230833224,33.0
Alabama-Birmingham,61.54785434770643,34.0
Oregon State,58.614101491435385,35.0
Brigham Young,57.516350538518566,36.0
Minnesota,55.84228032388458,37.0
Arkansas,54.37712651941009,38.0
Nebraska,54.302137634446446,39.0
Kentucky,53.766474211637245,40.0
Army,53.42147905754656,41.0
Toledo,52.21540228388277,42.0
Central Florida,51.473573565671195,43.0
Iowa,51.27493591301336,44.0
UCLA,51.10397044598856,45.0
Purdue,50.718044487333195,46.0
Southern Methodist,50.529107588781315,47.0
Liberty,49.98904361561054,48.0
Kansas State,49.23363848972195,49.0
Michigan State,48.039942276119376,50.0
Nevada,45.05301875261294,51.0
Arizona State,44.74624716957817,52.0
Oregon,44.57748877202003,53.0
Miami (OH),40.08703713244162,54.0
North Carolina,39.0663810700413,55.0
Boston College,35.60038089061665,56.0
Central Michigan,35.15444843138209,57.0
East Carolina,34.530815671025174,58.0
Virginia,34.30004401502348,59.0
Florida,32.6027586460478,60.0
Auburn,30.464349242368908,61.0
Texas-El Paso,30.116441630917276,62.0
Washington State,27.886111065250937,63.0
East Tennessee State,26.711182278446294,64.0
Miami (FL),26.530736639774574,65.0
Louisiana State,25.537233091419843,66.0
California,17.920721909000203,67.0
Middle Tennessee State,15.599308810799704,68.0
Florida State,15.575053734847266,69.0
Western Michigan,14.069239073658109,70.0
South Carolina,13.477585622654708,71.0
Texas,12.642014537697234,72.0
Montana,11.256636823900841,73.0
South Dakota State,11.13374984459469,74.0
Eastern Michigan,9.918419301868854,75.0
West Virginia,9.787852934349832,76.0
Kent State,9.21077125373229,77.0
Washington,8.160628886183462,78.0
Northern Illinois,7.91153694757677,79.0
Virginia Tech,6.657601766083958,80.0
Incarnate Word,4.834580312364281,81.0
Holy Cross,4.728901701058396,82.0
Utah State,4.712313676161077,83.0
Syracuse,4.69073492518984,84.0
North Texas,4.02656200233427,85.0
Old Dominion,3.9322261988195617,86.0
Rhode Island,3.429135413391845,87.0
California-Davis,3.050481973424226,88.0
Southern California,2.3853773046668003,89.0
Northern Arizona,2.2238135980477103,90.0
Eastern Washington,2.2083767102663296,91.0
Georgia State,1.5942925330068785,92.0
Colorado State,1.3208735346284857,93.0
Southeastern Louisiana,0.08988532741471211,94.0
Chattanooga,-0.5096356788681433,95.0
South Dakota,-1.470635903371883,96.0
Maine,-1.5304015712987304,97.0
Montana State,-1.6294611275715065,98.0
