Team,Rating Week 11,Rank Week 11
Georgia,1448.403369541438,1.0
Cincinnati,1424.676078149236,2.0
Ohio State,1423.8162727850756,3.0
Alabama,1409.0656594163306,4.0
Texas-San Antonio,1407.0086325046675,5.0
Michigan,1387.9925652324318,6.0
Oklahoma State,1367.412551715945,7.0
Oklahoma,1354.5265576648221,8.0
Coastal Carolina,1352.3354893483836,9.0
Houston,1343.5279685540106,10.0
Texas A&M,1336.4293057282755,11.0
Wake Forest,1328.2187276997583,12.0
North Carolina State,1316.4997005035957,13.0
Notre Dame,1311.8702950377328,14.0
Pittsburgh,1310.010825908099,15.0
Michigan State,1305.8291261447096,16.0
San Diego State,1285.2781183376517,17.0
Wisconsin,1282.53659488317,18.0
Louisiana,1273.2185869801056,19.0
Oregon,1272.3672480839662,20.0
Baylor,1268.2612729709913,21.0
Mississippi,1248.0957801804118,22.0
Utah,1235.2449977498072,23.0
Iowa State,1232.3531583502754,24.0
Fresno State,1224.6310601360626,25.0
Brigham Young,1212.9836483635215,26.0
Appalachian State,1204.685151765628,27.0
Southern Methodist,1202.8164275829592,28.0
Liberty,1200.7984995052846,29.0
Penn State,1195.1562946099552,30.0
Virginia,1188.432754343041,31.0
Iowa,1180.91656357765,32.0
Marshall,1179.9236391567686,33.0
Air Force,1161.834252939471,34.0
Nevada,1158.7513470108188,35.0
Arizona State,1151.0910048964026,36.0
Kansas State,1151.0493639008944,37.0
Boise State,1145.721624964745,38.0
Clemson,1145.06785612459,39.0
Arkansas,1144.3692173174065,40.0
Purdue,1140.997269384572,41.0
Central Florida,1139.045016683317,42.0
Auburn,1130.9962412063842,43.0
Minnesota,1117.3249362726092,44.0
Tennessee,1110.15607690345,45.0
Alabama-Birmingham,1101.1194943592657,46.0
Kentucky,1087.6559107680048,47.0
Western Kentucky,1064.6726466628397,48.0
Texas-El Paso,1061.6652445676846,49.0
Mississippi State,1025.420659636071,50.0
Syracuse,1022.0514417621372,51.0
Army,999.8354123174377,52.0
East Carolina,995.3727790013512,53.0
Miami (FL),979.0992827175747,54.0
North Carolina,978.3638552486811,55.0
Eastern Michigan,969.3601207299961,56.0
Washington State,962.6893727699868,57.0
Utah State,948.5143358401606,58.0
East Tennessee State,916.4867105145581,59.0
Boston College,912.441689390148,60.0
Troy,904.5126791468776,61.0
Oregon State,903.0032192748859,62.0
UCLA,899.6373338116158,63.0
Florida Atlantic,897.395458964891,64.0
Northern Illinois,895.5702060644388,65.0
Central Michigan,885.1148095717302,66.0
South Carolina,867.8958578699038,67.0
Montana,842.8599503552801,68.0
Texas Tech,826.1549838274628,69.0
South Alabama,820.235970218777,70.0
South Dakota State,805.6327542258618,71.0
Western Michigan,804.6493831420133,72.0
Incarnate Word,772.5393934939507,73.0
West Virginia,771.2334297141384,74.0
Holy Cross,746.0935883713973,75.0
California-Davis,740.2336058447936,76.0
Louisiana State,735.7187315409575,77.0
Florida,731.216507810888,78.0
Eastern Washington,726.8762525583975,79.0
Louisville,718.2091579675027,80.0
Texas,717.6273573511479,81.0
Memphis,715.1467082811953,82.0
Northern Arizona,714.718133366044,83.0
Rhode Island,710.4156811784063,84.0
Washington,681.1659349264152,85.0
Texas Christian,643.6884728659146,86.0
Ball State,615.0083694591394,87.0
Miami (OH),566.913218679276,88.0
Bucknell,566.5346741485873,89.0
Prairie View A&M,565.9689043475172,90.0
Samford,565.9128956043616,91.0
Maryland,552.4752971467175,92.0
Wofford,549.2348671460029,93.0
Tennessee State,540.2858741668099,94.0
Middle Tennessee State,526.345694068898,95.0
Southern California,469.3357907315387,96.0
Kent State,434.3912854879883,97.0
Chattanooga,402.59337150432435,98.0
Georgia State,369.4680295373998,99.0
Virginia Tech,356.6503595280506,100.0
Alcorn State,316.6028604502525,101.0
Stephen F. Austin,300.0573232193507,102.0
Southern Illinois,279.6303637914868,103.0
Toledo,268.1204909225462,104.0
Villanova,239.8987081945681,105.0
Illinois,223.2356728380829,106.0
Towson,214.38571718481165,107.0
South Dakota,154.79807620244395,108.0
Richmond,117.30329059923817,109.0
Missouri State,104.78039966356633,110.0
Missouri,90.98106831268916,111.0
North Dakota,60.43549594809867,112.0
Youngstown State,58.882869717881384,113.0
Northern Iowa,58.70404581057166,114.0
Delaware,55.78629043501404,115.0
Rutgers,21.68929636286442,116.0
Mercer,3.868356392237482,117.0
Austin Peay,-5.101658813220654,118.0
Duquesne,-10.884943763509046,119.0
Montana State,-14.042335856010949,120.0
Weber State,-15.310235675942755,121.0
San Jose State,-23.7624554790516,122.0
Southeast Missouri State,-55.6567529063018,123.0
Charleston Southern,-65.77564286635565,124.0
Southeastern Louisiana,-76.37780636436263,125.0
Western Illinois,-77.40085133967553,126.0
Houston Baptist,-86.01625267357744,127.0
Jacksonville State,-88.53889589638713,128.0
Central Arkansas,-94.04529110310226,129.0
Stony Brook,-99.63077713355266,130.0
Albany,-115.60995309491305,131.0
St. Francis (PA),-123.45646713488757,132.0
Lafayette,-139.41087667264387,133.0
Wyoming,-140.28437698301283,134.0
Buffalo,-186.66191371655,135.0
North Carolina Central,-223.7608745630901,136.0
Jackson State,-224.0107660787624,137.0
Florida State,-224.98163320788439,138.0
Tennessee-Martin,-231.5905217420914,139.0
Sacramento State,-262.8275360641785,140.0
North Carolina A&T,-283.94312113879545,141.0
Northwestern State,-312.69002976942966,142.0
Northern Colorado,-318.9902651529467,143.0
Monmouth,-322.98692879575634,144.0
New Hampshire,-325.6346182505576,145.0
Citadel,-341.2193109959641,146.0
Kennesaw State,-349.7279450611979,147.0
Furman,-357.22228967443704,148.0
Yale,-374.0641649365311,149.0
Arkansas-Pine Bluff,-415.61298727740797,150.0
Elon,-417.77346143523755,151.0
Maine,-452.84375239551963,152.0
Cal Poly,-459.77744709777426,153.0
Abilene Christian,-461.3230493267255,154.0
Indiana State,-467.59170361369536,155.0
Campbell,-468.3539537771178,156.0
McNeese State,-469.81362470722894,157.0
Alabama State,-475.3264425476614,158.0
Florida A&M,-489.17227708890937,159.0
Morgan State,-509.5700562247448,160.0
Bryant,-515.0251713993287,161.0
Howard,-527.1025695786237,162.0
Eastern Illinois,-596.645946305276,163.0
William & Mary,-601.4707052684364,164.0
Eastern Kentucky,-603.6050994058301,165.0
Virginia Military Institute,-607.4568564717376,166.0
Hampton,-607.5144990886954,167.0
Charlotte,-621.9877908779812,168.0
Southern,-622.7172207797869,169.0
Lamar,-639.0355959607572,170.0
Tennessee Tech,-652.1999537197497,171.0
Western Carolina,-661.2489219083919,172.0
Colgate,-676.9247312617534,173.0
Bethune-Cookman,-694.4967719481378,174.0
Gardner-Webb,-704.5015956752951,175.0
Hawaii,-747.8644721028442,176.0
Nicholls State,-756.1994422420194,177.0
Portland State,-778.5039657747702,178.0
Georgia Tech,-789.9062926228628,179.0
Northwestern,-853.1109033282249,180.0
Southern Utah,-871.9839195489175,181.0
California,-892.3909555884148,182.0
Illinois State,-923.3363404031152,183.0
Central Connecticut State,-956.5064862790002,184.0
Robert Morris,-967.7070898242306,185.0
Norfolk State,-980.4643879710311,186.0
Louisiana-Monroe,-987.5508378437185,187.0
Colorado State,-1060.193533414903,188.0
Texas Southern,-1074.2976512266712,189.0
Colorado,-1080.2271747872755,190.0
South Carolina State,-1088.1174590212688,191.0
Tulsa,-1097.4909157992367,192.0
North Texas,-1154.2307838315983,193.0
Idaho State,-1162.9701473759676,194.0
Nebraska,-1187.2389222272698,195.0
Old Dominion,-1208.0435173485262,196.0
