Team,Rating Week 10,Rank Week 10
Oklahoma,273.2466491689515,1.0
Georgia,266.17556489959605,2.0
Michigan State,254.3693190099244,3.0
Wake Forest,244.38551489596065,4.0
Cincinnati,241.7132056704857,5.0
Ohio State,197.1596218412556,7.0
Baylor,195.32569445199056,8.0
Notre Dame,193.66002740887745,9.0
Houston,191.049633299383,10.0
Alabama,190.64468558230604,11.0
Michigan,185.91706916801988,12.0
Oklahoma State,184.75525215789693,13.0
Oregon,176.74852014233292,15.0
Brigham Young,160.7824051023872,20.0
Auburn,148.50112123256446,21.0
Texas A&M,139.90926728967176,22.0
Minnesota,137.44862400503408,23.0
Mississippi,136.87537666801933,24.0
North Carolina State,130.07986402381331,28.0
Kentucky,124.96737226803461,30.0
Pittsburgh,123.4775739111733,31.0
Iowa,122.90640320023299,32.0
Wisconsin,104.24089251999038,36.0
Virginia,102.90881760957444,37.0
Utah,87.20864568635257,38.0
Mississippi State,85.40310792186537,39.0
Clemson,83.95347324455,40.0
Kansas State,77.34127754416691,41.0
Iowa State,76.64240812497444,42.0
Central Florida,72.56689712292095,44.0
Purdue,68.75682371581868,45.0
Arkansas,68.63458480045881,46.0
Oregon State,60.74228645876123,47.0
Maryland,59.95930200183675,48.0
Penn State,58.588201958632574,49.0
Arizona State,57.72588284855043,50.0
Washington State,54.814360497497375,52.0
Syracuse,44.460262384086576,55.0
West Virginia,34.1082233148068,65.0
Miami (FL),33.20687021764622,67.0
UCLA,28.657535978485008,69.0
Texas Tech,25.882782336276165,71.0
Louisiana State,25.034766392820856,72.0
Texas,19.568440450098127,73.0
Washington,17.27493316553433,77.0
Tennessee,14.537095884526213,78.0
Louisville,14.42391196714549,79.0
Florida,11.601329524965696,84.0
Rutgers,9.022469682520356,85.0
South Carolina,8.737712843632732,86.0
North Carolina,8.030146176927797,88.0
Missouri,6.117786321301725,89.0
Virginia Tech,3.8699914615657462,92.0
Southern California,-1.0389249945976964,103.0
Boston College,-8.419647519408251,104.0
Florida State,-34.971304784303584,159.0
California,-36.111518364801945,173.0
Georgia Tech,-47.62918951359238,179.0
Stanford,-48.39978152237404,180.0
Northwestern,-48.42542234196405,181.0
Texas Christian,-50.43511277796343,182.0
Duke,-52.974148070462945,184.0
Illinois,-71.03151654342525,201.0
Nebraska,-72.78211689946114,203.0
Indiana,-94.43846644437663,206.0
Colorado,-118.66916892816826,212.0
Vanderbilt,-150.40642059035676,216.0
Kansas,-153.4715739732766,217.0
Arizona,-230.25623822115074,227.0
