Team,Rating_old,O Rating_old,D Rating_old,Rank_old,Rating_new,O Rating_new,D Rating_new,Rank_new,Weighted Rating,Weighted O Rating,Weighted D Rating,Rank
Indianapolis Colts,3.1093750000000004,12.255493951612905,-9.146118951612905,12.0,2.093750000000001,11.65359543010753,-9.559845430107528,13.0,2.5451388888888897,11.92110588410992,-9.37596699522103,12.0
Cleveland Browns,2.9531250000000013,12.427368951612904,-9.474243951612902,13.0,2.1406250000000013,11.768699596774194,-9.628074596774193,12.0,2.5017361111111125,12.061441532258065,-9.559705421146953,13.0
Arizona Cardinals,1.4062499999999998,11.26226478494624,-9.85601478494624,14.0,2.796875,12.196824596774194,-9.399949596774194,11.0,2.178819444444444,11.781464680406215,-9.60264523596177,14.0
Las Vegas Raiders,0.35937500000000044,10.74716061827957,-10.38778561827957,15.0,1.7968750000000007,11.513491263440864,-9.716616263440864,14.0,1.1579861111111116,11.1728998655914,-10.01491375448029,15.0
New England Patriots,0.2187500000000004,10.585181451612907,-10.366431451612907,16.0,-0.5312499999999992,10.14109543010753,-10.67234543010753,17.0,-0.19791666666666607,10.338466995221031,-10.536383661887697,16.0
San Francisco 49ers,-1.406249999999999,9.856014784946238,-11.262264784946236,18.0,-0.12500000000000003,10.460887096774195,-10.585887096774195,16.0,-0.6944444444444439,10.192054958183991,-10.886499402628436,17.0
Chicago Bears,-0.14062499999999983,10.397160618279568,-10.537785618279568,17.0,-2.2812499999999987,9.399428763440861,-11.68067876344086,19.0,-1.3298611111111105,9.842865143369174,-11.172726254480285,18.0
Los Angeles Chargers,-2.124999999999999,9.563306451612906,-11.688306451612904,19.0,-0.859374999999999,10.102032930107534,-10.961407930107532,18.0,-1.4218749999999991,9.862598939665478,-11.284473939665475,19.0
Washington Football Team,-3.1718749999999543,9.13153561827957,-12.303410618279523,21.0,-3.546875000000003,8.991616263440863,-12.538491263440866,21.0,-3.380208333333315,9.053802643369176,-12.434010976702492,20.0
Minnesota Vikings,-2.2187499999999996,9.46643145161291,-11.68518145161291,20.0,-4.374999999999998,8.719220430107532,-13.09422043010753,23.0,-3.416666666666665,9.051314217443256,-12.46798088410992,21.0
Carolina Panthers,-4.171874999999999,8.848202284946236,-13.020077284946236,22.0,-2.859375,9.185366263440857,-12.044741263440857,20.0,-3.442708333333333,9.035515606332137,-12.478223939665469,22.0
Denver Broncos,-5.0937500000000036,8.662264784946233,-13.756014784946236,23.0,-3.6093749999999996,9.127032930107521,-12.736407930107521,22.0,-4.269097222222223,8.920469310035838,-13.189566532258063,23.0
Atlanta Falcons,-5.296874999999999,8.91903561827958,-14.215910618279578,24.0,-6.1874999999999964,8.446303763440854,-14.63380376344085,24.0,-5.791666666666664,8.656406810035843,-14.448073476702508,24.0
New York Giants,-5.343749999999999,8.470598118279572,-13.81434811827957,25.0,-6.468749999999998,8.222345430107532,-14.69109543010753,26.0,-5.968749999999998,8.332679958183995,-14.301429958183993,25.0
Dallas Cowboys,-6.718750000000001,8.149764784946235,-14.868514784946237,26.0,-6.656249999999999,8.145262096774196,-14.801512096774196,27.0,-6.684027777777778,8.147263291517325,-14.831291069295103,26.0
Philadelphia Eagles,-8.859375000000005,7.887785618279574,-16.74716061827958,30.0,-6.374999999999998,8.26922043010753,-14.644220430107529,25.0,-7.479166666666668,8.099693847072883,-15.578860513739553,27.0
Cincinnati Bengals,-8.375000000000002,7.938306451612897,-16.3133064516129,27.0,-7.156249999999998,8.195262096774202,-15.3515120967742,28.0,-7.697916666666666,8.081059587813623,-15.778976254480288,28.0
Houston Texans,-8.84375,7.837264784946239,-16.68101478494624,29.0,-9.453125,7.821824596774199,-17.2749495967742,29.0,-9.182291666666668,7.828686902628439,-17.010978569295105,29.0
Detroit Lions,-8.734375000000005,7.866952284946242,-16.601327284946247,28.0,-10.156249999999998,7.745262096774185,-17.901512096774184,30.0,-9.524305555555557,7.799346624850655,-17.32365218040621,30.0
New York Jets,-12.843750000000005,7.637264784946241,-20.481014784946247,31.0,-12.453124999999998,7.671824596774192,-20.12494959677419,31.0,-12.626736111111112,7.656464680406214,-20.283200791517327,31.0
Jacksonville Jaguars,-13.406250000000002,7.639348118279566,-21.045598118279568,32.0,-14.015624999999996,7.673907930107532,-21.68953293010753,32.0,-13.744791666666666,7.658548013739547,-21.403339680406212,32.0
